"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment"
"SL","2018-07-01","89.3","-1.9649","6.2264","Jordan Hicks",518586,663855,"null","called_strike",,,,,8,"null","R","R","R","STL","ATL","S","null","null",0,0,2018,"0.8425","0.1161","-0.2049","2.0249","null","null","null",2,8,"Top","null","null",,,506747,,"null","2.5731","-130.0506","-4.6263","9.0589","24.2808","-30.2003","3.6381","1.7697","null","null","null","89.4020","2474","6.0620",530653,663855,506747,500874,543939,572761,576397,542303,502054,664056,"54.4369","null","null","null","null","null","null","null",65,"1","Slider",5,6,6,5,6,5,6,5,"Standard","Standard"
"SI","2018-07-01","101.8","-1.6415","6.4459","Jordan Hicks",660670,663855,"strikeout","called_strike",,,,,3,"Ronald Acuna Jr.   called out on strikes.  ","R","R","R","STL","ATL","S",2,"null",1,2,2018,"-1.1336","0.3118","0.3496","2.8951","null","null","null",1,8,"Top","null","null",,,506747,,"null","8.3318","-147.9418","-5.4123","-18.7145","36.6493","-26.4705","3.4099","1.5930","null","null","null","101.8030","2054","6.4490",530653,663855,506747,500874,543939,572761,576397,542303,502054,664056,"54.0498","null","null","0.00",1,0,0,"null",64,"8","Sinker",5,6,6,5,6,5,6,5,"Standard","Standard"
"SL","2018-07-01","88.4","-1.7685","6.3436","Jordan Hicks",660670,663855,"null","foul",,,,,3,"null","R","R","R","STL","ATL","S","null","null",1,2,2018,"1.1667","0.0482","0.8113","3.2439","null","null","null",1,8,"Top","null","null",,,506747,,"null","3.8794","-128.7492","-1.6308","12.0475","24.1551","-31.5644","3.6048","1.3829","193","74.2","31","87.8910","2626","5.7040",530653,663855,506747,500874,543939,572761,576397,542303,502054,664056,"54.7942","null","null","null","null","null","null","null",64,"7","Slider",5,6,6,5,6,5,6,5,"Standard","Standard"
"SI","2018-07-01","103.2","-1.3548","6.4255","Jordan Hicks",660670,663855,"null","ball",,,,,2,"null","R","R","R","STL","ATL","B","null","null",0,2,2018,"-1.0177","0.6637","0.0002","3.5992","null","null","null",1,8,"Top","null","null",,,506747,,"null","6.3502","-150.1966","-4.4788","-16.9613","35.2711","-21.2372","3.7483","1.7823","null","null","null","103.5850","2103","6.4160",530653,663855,506747,500874,543939,572761,576397,542303,502054,664056,"54.0823","null","null","null","null","null","null","null",64,"6","Sinker",5,6,6,5,6,5,6,5,"Standard","Standard"
"SI","2018-07-01","102.4","-1.4907","6.4717","Jordan Hicks",660670,663855,"null","foul",,,,,13,"null","R","R","R","STL","ATL","S","null","null",0,2,2018,"-1.1632","0.6138","-0.9754","2.0823","null","null","null",1,8,"Top","null","null",,,506747,,"null","4.2755","-148.8203","-8.5950","-18.3316","37.8442","-21.1124","3.5590","1.3373","null","null","null","102.2650","2157","6.4200",530653,663855,506747,500874,543939,572761,576397,542303,502054,664056,"54.0783","null","null","null","null","null","null","null",64,"5","Sinker",5,6,6,5,6,5,6,5,"Standard","Standard"
"SI","2018-07-01","102.5","-1.5672","6.4776","Jordan Hicks",660670,663855,"null","foul",,,,,11,"null","R","R","R","STL","ATL","S","null","null",0,2,2018,"-0.9173","0.5425","-0.9877","2.7711","null","null","null",1,8,"Top","null","null",,,506747,,"null","3.8395","-149.0395","-6.4997","-14.5394","37.2065","-22.7476","3.5590","1.3373","null","null","null","102.1880","2167","6.2500",530653,663855,506747,500874,543939,572761,576397,542303,502054,664056,"54.2488","null","null","null","null","null","null","null",64,"4","Sinker",5,6,6,5,6,5,6,5,"Standard","Standard"
"SI","2018-07-01","102.0","-1.4574","6.5631","Jordan Hicks",660670,663855,"null","foul",,,,,11,"null","R","R","R","STL","ATL","S","null","null",0,2,2018,"-1.0202","0.7713","-1.0581","2.5206","null","null","null",1,8,"Top","null","null",,,506747,,"null","3.5802","-148.3958","-7.9472","-15.9248","36.4439","-19.0671","3.5590","1.3373","null","null","null","102.0060","2118","6.3620",530653,663855,506747,500874,543939,572761,576397,542303,502054,664056,"54.1363","null","null","null","null","null","null","null",64,"3","Sinker",5,6,6,5,6,5,6,5,"Standard","Standard"
"SL","2018-07-01","88.5","-1.7063","6.2987","Jordan Hicks",660670,663855,"null","swinging_strike",,,,,14,"null","R","R","R","STL","ATL","S","null","null",0,1,2018,"0.8859","-0.3122","1.3660","0.9813","null","null","null",1,8,"Top","null","null",,,506747,,"null","5.6542","-128.8265","-6.2973","8.7890","24.8242","-34.6456","3.5546","1.3327","null","null","null","88.7210","2537","6.2440",530653,663855,506747,500874,543939,572761,576397,542303,502054,664056,"54.2541","null","null","null","null","null","null","null",64,"2","Slider",5,6,6,5,6,5,6,5,"Standard","Standard"
"SI","2018-07-01","101.5","-1.5250","6.4463","Jordan Hicks",660670,663855,"null","called_strike",,,,,2,"null","R","R","R","STL","ATL","S","null","null",0,0,2018,"-1.1116","0.6360","0.0943","2.9371","null","null","null",1,8,"Top","null","null",,,506747,,"null","7.1386","-147.5633","-6.0224","-17.7952","33.6883","-21.7671","3.4525","1.6357","null","null","null","101.2980","2057","6.1380",530653,663855,506747,500874,543939,572761,576397,542303,502054,664056,"54.3609","null","null","null","null","null","null","null",64,"1","Sinker",5,6,6,5,6,5,6,5,"Standard","Standard"
"SL","2018-07-01","85.2","-1.7061","6.2888","Jordan Hicks",452095,663855,"field_out","hit_into_play",,,,,6,"Tyler Flowers grounds out, shortstop Jedd Gyorko to first baseman Jose Martinez.  ","R","R","R","STL","ATL","X",6,"ground_ball",1,1,2018,"1.0205","-0.2513","0.3035","2.1349","null","null","null",0,8,"Top","113.88","155.27",,,506747,,"null","2.6827","-124.0246","-2.9722","9.9573","23.8198","-34.4002","3.4480","1.3981","82","94.6","4","85.0910","2543","6.1080",530653,663855,506747,500874,543939,572761,576397,542303,502054,664056,"54.3902","0.547","0.501","0.00",1,0,0,4,63,"3","Slider",5,6,6,5,6,5,6,5,"Standard","Standard"
"SI","2018-07-01","99.8","-1.8039","6.2672","Jordan Hicks",452095,663855,"null","ball",,,,,11,"null","R","R","R","STL","ATL","B","null","null",0,1,2018,"-1.2074","0.3254","-0.8855","3.5867","null","null","null",0,8,"Top","null","null",,,506747,,"null","5.4364","-145.3692","-2.7768","-18.5524","35.1437","-27.0632","3.5902","1.5945","null","null","null","100.3840","2025","6.6250",530653,663855,506747,500874,543939,572761,576397,542303,502054,664056,"53.8730","null","null","null","null","null","null","null",63,"2","Sinker",5,6,6,5,6,5,6,5,"Standard","Standard"
"SI","2018-07-01","100.6","-1.6528","6.3648","Jordan Hicks",452095,663855,"null","called_strike",,,,,1,"null","R","R","R","STL","ATL","S","null","null",0,0,2018,"-0.9646","0.5814","-0.6149","3.3766","null","null","null",0,8,"Top","null","null",,,506747,,"null","5.1994","-146.5851","-4.4513","-15.1728","28.6704","-22.9422","3.6115","1.6158","null","null","null","101.8310","1929","6.5000",530653,663855,506747,500874,543939,572761,576397,542303,502054,664056,"53.9989","null","null","null","null","null","null","null",63,"1","Sinker",5,6,6,5,6,5,6,5,"Standard","Standard"
"SL","2018-06-29","82.9","-1.4004","6.3083","Jordan Hicks",622666,663855,"double","hit_into_play_score",,,,,11,"Johan Camargo doubles (11) on a line drive to left fielder Marcell Ozuna.   Nick Markakis scores.    Kurt Suzuki scores.  ","R","L","R","STL","ATL","X",7,"line_drive",0,2,2018,"1.0885","-0.4517","-0.8666","2.8528","null",455976,435559,1,8,"Top","74.29","68.74",,,425877,,"null","-0.8821","-120.7147","-0.5585","10.7213","23.2592","-36.6710","3.5628","1.3413","331","96.8","18","82.6900","2328","6.0870",530623,663855,425877,500874,543939,572761,594824,542303,502054,664056,"54.4113","0.371","0.473","1.25",1,1,1,4,60,"3","Slider",0,1,1,0,1,0,1,0,"Standard","Standard"
"SI","2018-06-29","99.3","-1.5425","6.1115","Jordan Hicks",622666,663855,"null","foul",,,,,8,"null","R","L","R","STL","ATL","S","null","null",0,1,2018,"-0.8903","0.4804","0.1201","1.7932","null",455976,435559,1,8,"Top","null","null",,,425877,,"null","6.6981","-144.4569","-7.6538","-14.0763","29.3845","-23.9308","3.5628","1.3413","4","63.7","-25","100.4490","1991","6.6520",530623,663855,425877,500874,543939,572761,594824,542303,502054,664056,"53.8464","null","null","null","null","null","null","null",60,"2","Sinker",0,1,1,0,1,0,1,0,"Standard","Standard"
"FF","2018-06-29","99.8","-1.5736","6.2059","Jordan Hicks",622666,663855,"null","called_strike",,,,,2,"null","R","L","R","STL","ATL","S","null","null",0,0,2018,"-0.4938","0.6864","0.2696","3.4562","null",455976,435559,1,8,"Top","null","null",,,425877,,"null","6.2902","-145.3446","-3.9114","-8.4230","29.6883","-21.6267","3.5628","1.6739","null","null","null","101.0630","2011","6.6470",530623,663855,425877,500874,543939,572761,594824,542303,502054,664056,"53.8519","null","null","null","null","null","null","null",60,"1","4-Seam Fastball",0,1,1,0,1,0,1,0,"Strategic","Standard"
"SI","2018-06-29","100.3","-1.4398","6.3211","Jordan Hicks",660670,663855,"strikeout","swinging_strike",,,,,1,"Ronald Acuna Jr.   strikes out swinging.  ","R","R","R","STL","ATL","S",2,"null",1,2,2018,"-0.5468","0.5941","-0.7248","3.6094","null",455976,435559,0,8,"Top","null","null",,,425877,,"null","3.2912","-146.2250","-3.6640","-8.6279","29.3029","-22.9576","3.5628","1.3413","null","null","null","101.4690","2033","6.4880",530623,663855,425877,500874,543939,572761,594824,542303,502054,664056,"54.0103","null","null","0.00",1,0,0,"null",59,"6","Sinker",0,1,1,0,1,0,1,0,"Standard","Standard"
"SI","2018-06-29","101.0","-1.3074","6.3008","Jordan Hicks",660670,663855,"null","foul",,,,,7,"null","R","R","R","STL","ATL","S","null","null",1,2,2018,"-0.7767","0.6217","-0.5837","1.5769","null",455976,435559,0,8,"Top","null","null",,,425877,,"null","3.9002","-146.8844","-9.3817","-12.2595","33.7158","-21.1187","3.5628","1.3413","null","null","null","101.6420","2134","6.6000",530623,663855,425877,500874,543939,572761,594824,542303,502054,664056,"53.8989","null","null","null","null","null","null","null",59,"5","Sinker",0,1,1,0,1,0,1,0,"Standard","Standard"
"SL","2018-06-29","86.2","-1.7024","6.1148","Jordan Hicks",660670,663855,"null","blocked_ball",,,,,14,"null","R","R","R","STL","ATL","B","null","null",0,2,2018,"1.0214","-0.4730","0.9170","0.4950","null",455976,435559,0,8,"Top","null","null",,,425877,,"null","4.1477","-125.3173","-6.0954","9.7714","27.4089","-36.0202","3.5628","1.6739","null","null","null","85.8650","2637","6.3120",530623,663855,425877,500874,543939,572761,594824,542303,502054,664056,"54.1866","null","null","null","null","null","null","null",59,"4","Slider",0,1,1,0,1,0,1,0,"Standard","Standard"
"SI","2018-06-29","100.4","-1.4807","6.1778","Jordan Hicks",660670,663855,"null","foul",,,,,4,"null","R","R","R","STL","ATL","S","null","null",0,2,2018,"-0.9931","0.6573","-0.6565","2.4321","null",455976,435559,0,8,"Top","null","null",,,425877,,"null","4.6725","-146.0675","-6.5929","-15.4168","35.6261","-21.3269","3.5628","1.3413","5","77.5","-27","100.7250","1971","6.5580",530623,663855,425877,500874,543939,572761,594824,542303,502054,664056,"53.9404","null","null","null","null","null","null","null",59,"3","Sinker",0,1,1,0,1,0,1,0,"Standard","Standard"
"SL","2018-06-29","86.8","-1.6988","6.1012","Jordan Hicks",660670,663855,"null","foul",,,,,13,"null","R","R","R","STL","ATL","S","null","null",0,1,2018,"1.0124","-0.2728","-1.1742","2.4455","null",455976,435559,0,8,"Top","null","null",,,425877,,"null","-0.7771","-126.4171","-2.0699","10.9258","23.2427","-34.9113","3.5628","1.3413","167","61.2","41","86.6980","2475","5.9570",530623,663855,425877,500874,543939,572761,594824,542303,502054,664056,"54.5418","null","null","null","null","null","null","null",59,"2","Slider",0,1,1,0,1,0,1,0,"Standard","Standard"
"SI","2018-06-29","100.4","-1.5692","6.4252","Jordan Hicks",660670,663855,"null","foul",,,,,4,"null","R","R","R","STL","ATL","S","null","null",0,0,2018,"-0.7297","0.5329","-0.3753","2.7539","null",455976,435559,0,8,"Top","null","null",,,425877,,"null","5.0389","-146.0776","-6.1049","-11.6217","32.6092","-23.3472","3.5628","1.3413","7","78.5","-23","100.7710","1985","6.3820",530623,663855,425877,500874,543939,572761,594824,542303,502054,664056,"54.1169","null","null","null","null","null","null","null",59,"1","Sinker",0,1,1,0,1,0,1,0,"Standard","Standard"
"SL","2018-06-29","83.4","-1.6215","6.0403","Jordan Hicks",435559,663855,"hit_by_pitch","hit_by_pitch",,,,,11,"Kurt Suzuki hit by pitch.    Nick Markakis to 2nd.  ","R","R","R","STL","ATL","B","null","null",1,2,2018,"1.1329","-0.4580","-2.6209","2.5023","null","null",455976,0,8,"Top","null","null",,,425877,,"null","-4.5608","-121.4732","-0.8209","12.1712","23.0135","-36.7888","3.1142","1.2860","null","null","null","83.9400","2474","6.5180",530623,663855,425877,500874,543939,572761,594824,542303,502054,664056,"53.9801","null","null","0.70",1,0,0,"null",58,"4","Slider",0,1,1,0,1,0,1,0,"Standard","Standard"
"SI","2018-06-29","98.9","-1.6009","6.2096","Jordan Hicks",435559,663855,"null","foul",,,,,2,"null","R","R","R","STL","ATL","S","null","null",1,1,2018,"-0.7422","0.5541","0.0450","3.0731","null","null",455976,0,8,"Top","null","null",,,425877,,"null","6.2552","-143.9062","-4.4536","-11.8019","32.1908","-23.6096","3.0941","1.2860","null","null","null","99.4730","2045","6.5280",530623,663855,425877,500874,543939,572761,594824,542303,502054,664056,"53.9701","null","null","null","null","null","null","null",58,"3","Sinker",0,1,1,0,1,0,1,0,"Standard","Standard"
"SI","2018-06-29","98.8","-1.4393","6.2842","Jordan Hicks",435559,663855,"null","ball",,,,,12,"null","R","R","R","STL","ATL","B","null","null",0,1,2018,"-1.0547","0.6327","0.8695","3.0617","null","null",455976,0,8,"Top","null","null",,,425877,,"null","8.8660","-143.5946","-4.8126","-16.9658","36.4912","-22.3338","3.2804","1.4523","null","null","null","99.2240","2013","6.8130",530623,663855,425877,500874,543939,572761,594824,542303,502054,664056,"53.6857","null","null","null","null","null","null","null",58,"2","Sinker",0,1,1,0,1,0,1,0,"Standard","Standard"
"SL","2018-06-29","85.3","-1.4495","6.0977","Jordan Hicks",435559,663855,"null","called_strike",,,,,4,"null","R","R","R","STL","ATL","S","null","null",0,0,2018,"1.1553","-0.2871","-0.4645","2.4728","null","null",455976,0,8,"Top","null","null",,,425877,,"null","0.0130","-124.2485","-1.6685","11.8800","24.7080","-35.0193","3.1495","1.4523","null","null","null","85.1800","2406","6.1380",530623,663855,425877,500874,543939,572761,594824,542303,502054,664056,"54.3601","null","null","null","null","null","null","null",58,"1","Slider",0,1,1,0,1,0,1,0,"Standard","Standard"
"SI","2018-06-29","98.8","-1.4363","6.3214","Jordan Hicks",455976,663855,"walk","ball",,,,,11,"Nick Markakis walks.  ","R","L","R","STL","ATL","B","null","null",3,2,2018,"-0.6879","0.5271","-1.4889","4.6753","null","null","null",0,8,"Top","null","null",,,425877,,"null","1.4822","-143.9896","-0.2902","-9.9781","34.0393","-24.9348","3.4763","1.5374","null","null","null","99.3930","2027","6.5740",530623,663855,425877,500874,543939,572761,594824,542303,502054,664056,"53.9242","null","null","0.70",1,0,0,"null",57,"6","Sinker",0,1,1,0,1,0,1,0,"Standard","Standard"
"SI","2018-06-29","100.6","-1.3813","6.2814","Jordan Hicks",455976,663855,"null","ball",,,,,11,"null","R","L","R","STL","ATL","B","null","null",2,2,2018,"-0.7971","0.6689","-1.9375","4.5961","null","null","null",0,8,"Top","null","null",,,425877,,"null","0.3510","-146.5902","-0.9470","-11.6045","34.0380","-22.4933","3.4763","1.5928","null","null","null","101.0070","2011","6.3950",530623,663855,425877,500874,543939,572761,594824,542303,502054,664056,"54.1032","null","null","null","null","null","null","null",57,"5","Sinker",0,1,1,0,1,0,1,0,"Standard","Standard"
"SI","2018-06-29","100.2","-1.3987","6.3308","Jordan Hicks",455976,663855,"null","ball",,,,,11,"null","R","L","R","STL","ATL","B","null","null",1,2,2018,"-0.6848","0.5551","-1.4323","5.2829","null","null","null",0,8,"Top","null","null",,,425877,,"null","1.5111","-146.0219","1.1121","-10.1210","31.8984","-24.6876","3.3655","1.4820","null","null","null","100.4580","2056","6.1870",530623,663855,425877,500874,543939,572761,594824,542303,502054,664056,"54.3116","null","null","null","null","null","null","null",57,"4","Sinker",0,1,1,0,1,0,1,0,"Standard","Standard"
"SL","2018-06-29","82.7","-1.5056","6.1876","Jordan Hicks",455976,663855,"null","called_strike",,,,,1,"null","R","L","R","STL","ATL","S","null","null",1,1,2018,"1.2158","-0.6596","-0.8118","3.1490","null","null","null",0,8,"Top","null","null",,,425877,,"null","-0.7253","-120.3362","0.7973","11.7211","22.8676","-38.8507","3.4964","1.5928","null","null","null","81.9620","2537","5.7470",530623,663855,425877,500874,543939,572761,594824,542303,502054,664056,"54.7518","null","null","null","null","null","null","null",57,"3","Slider",0,1,1,0,1,0,1,0,"Standard","Standard"
"SI","2018-06-29","100.5","-1.3674","6.2959","Jordan Hicks",455976,663855,"null","called_strike",,,,,13,"null","R","L","R","STL","ATL","S","null","null",1,0,2018,"-0.5718","0.5241","-0.9205","2.0227","null","null","null",0,8,"Top","null","null",,,425877,,"null","2.5986","-146.3095","-7.7967","-8.8354","31.7582","-23.0959","3.4410","1.5374","null","null","null","101.0590","2110","6.3900",530623,663855,425877,500874,543939,572761,594824,542303,502054,664056,"54.1085","null","null","null","null","null","null","null",57,"2","Sinker",0,1,1,0,1,0,1,0,"Standard","Standard"
"SI","2018-06-29","100.9","-1.6241","6.3480","Jordan Hicks",455976,663855,"null","ball",,,,,11,"null","R","L","R","STL","ATL","B","null","null",0,0,2018,"-1.0074","0.4002","-2.7432","3.9767","null","null","null",0,8,"Top","null","null",,,425877,,"null","-0.7173","-147.0262","-2.2581","-14.4909","33.9381","-26.0374","3.4763","1.6483","null","null","null","101.3370","1972","6.3910",530623,663855,425877,500874,543939,572761,594824,542303,502054,664056,"54.1070","null","null","null","null","null","null","null",57,"1","Sinker",0,1,1,0,1,0,1,0,"Standard","Standard"
"SI","2018-06-25","100.9","-1.6871","6.2168","Jordan Hicks",429665,663855,"field_out","hit_into_play",,,,,4,"Edwin Encarnacion grounds out, shortstop Greg Garcia to first baseman Matt Carpenter.  ","R","R","R","STL","CLE","X",6,"ground_ball",1,1,2018,"-1.1149","0.6584","-0.5698","2.5073","null",488726,608070,2,8,"Top","115.91","144.03",,,425877,,"180626_035851","5.7877","-146.7475","-6.5368","-17.5480","37.4263","-21.2410","3.3174","1.3886","79","64.3","7","100.8400","2204","6.4610",530576,663855,425877,572761,543939,576397,594824,542303,664056,451594,"54.0375","0.184","0.181","0.00",1,0,0,2,61,"3","Sinker",3,0,0,3,0,3,0,3,"Standard","Strategic"
"SL","2018-06-25","84.6","-1.7344","6.0702","Jordan Hicks",429665,663855,"null","ball",,,,,14,"null","R","R","R","STL","CLE","B","null","null",0,1,2018,"1.1315","0.0297","0.6530","1.2481","null",488726,608070,2,8,"Top","null","null",,,425877,,"180626_035825","3.3188","-123.0691","-4.8823","10.6046","26.2413","-31.0833","3.6381","1.6141","null","null","null","83.9500","2527","6.0460",530576,663855,425877,572761,543939,576397,594824,542303,664056,451594,"54.4523","null","null","null","null","null","null","null",61,"2","Slider",3,0,0,3,0,3,0,3,"Standard","Standard"
"SL","2018-06-25","85.7","-1.6509","6.0861","Jordan Hicks",429665,663855,"null","called_strike",,,,,9,"null","R","R","R","STL","CLE","S","null","null",0,0,2018,"1.0671","0.0295","0.5780","1.8209","null",488726,608070,2,8,"Top","null","null",,,425877,,"180626_035803","3.1201","-124.6916","-3.8328","10.3417","25.6727","-31.3187","3.4828","1.4888","null","null","null","85.1950","2435","6.0220",530576,663855,425877,572761,543939,576397,594824,542303,664056,451594,"54.4766","null","null","null","null","null","null","null",61,"1","Slider",3,0,0,3,0,3,0,3,"Standard","Standard"
"SI","2018-06-25","99.6","-1.7944","5.9672","Jordan Hicks",608070,663855,"single","hit_into_play_no_out",,,,,4,"Jose Ramirez singles on a line drive to center fielder Harrison Bader.   Michael Brantley to 2nd.  ","R","L","R","STL","CLE","X",8,"line_drive",0,1,2018,"-0.9643","0.8042","-0.3763","2.0588","null","null",488726,2,8,"Top","122.11","74.80",,,425877,,"180626_035704","6.1941","-144.8551","-7.2415","-15.1080","34.7334","-19.2881","3.1866","1.3584","225","98.6","10","99.8460","2004","6.5140",530576,663855,425877,572761,543939,576397,594824,542303,664056,451594,"53.9843","0.853","0.829","0.90",1,1,0,4,60,"2","Sinker",3,0,0,3,0,3,0,3,"Standard","Standard"
"SI","2018-06-25","100.0","-1.7698","6.0160","Jordan Hicks",608070,663855,"null","called_strike",,,,,3,"null","R","L","R","STL","CLE","S","null","null",0,0,2018,"-1.1007","0.6467","0.5234","2.9572","null","null",488726,2,8,"Top","null","null",,,425877,,"180626_035637","8.9266","-145.4256","-4.5902","-17.7101","33.5647","-22.1303","3.5223","1.4987","null","null","null","100.1700","2162","6.3800",530576,663855,425877,572761,543939,576397,594824,542303,664056,451594,"54.1180","null","null","null","null","null","null","null",60,"1","Sinker",3,0,0,3,0,3,0,3,"Standard","Standard"
"SI","2018-06-25","100.9","-1.2041","6.3170","Jordan Hicks",488726,663855,"walk","ball",,,,,12,"Michael Brantley walks.  ","R","L","R","STL","CLE","B","null","null",3,2,2018,"-1.3117","0.4323","1.4946","2.5363","null","null","null",2,8,"Top","null","null",,,425877,,"180626_035557","10.7457","-146.5653","-6.2635","-21.6877","34.0607","-24.5851","3.4474","1.4285","null","null","null","101.6420","2110","6.7510",530576,663855,425877,572761,543939,576397,594824,542303,664056,451594,"53.7479","null","null","0.70",1,0,0,"null",59,"6","Sinker",3,0,0,3,0,3,0,3,"Standard","Standard"
"SI","2018-06-25","101.7","-1.6561","6.2408","Jordan Hicks",488726,663855,"null","foul",,,,,9,"null","R","L","R","STL","CLE","S","null","null",3,1,2018,"-0.9892","0.6663","0.4778","1.7545","null","null","null",2,8,"Top","null","null",,,425877,,"180626_035528","8.4127","-147.7468","-8.9075","-16.6493","36.4594","-20.3682","3.2470","1.3383","null","null","null","101.9690","2041","6.6050",530576,663855,425877,572761,543939,576397,594824,542303,664056,451594,"53.8937","null","null","null","null","null","null","null",59,"5","Sinker",3,0,0,3,0,3,0,3,"Standard","Standard"
"SI","2018-06-25","101.2","-1.5764","6.2311","Jordan Hicks",488726,663855,"null","ball",,,,,11,"null","R","L","R","STL","CLE","B","null","null",2,1,2018,"-1.0457","0.4531","-1.6389","2.8171","null","null","null",2,8,"Top","null","null",,,425877,,"180626_035506","2.3173","-147.3625","-5.3113","-15.7674","34.6784","-24.5426","3.4474","1.5037","null","null","null","101.3500","2100","6.3110",530576,663855,425877,572761,543939,576397,594824,542303,664056,451594,"54.1879","null","null","null","null","null","null","null",59,"4","Sinker",3,0,0,3,0,3,0,3,"Standard","Standard"
"SI","2018-06-25","102.2","-1.6418","6.2874","Jordan Hicks",488726,663855,"null","ball",,,,,11,"null","R","L","R","STL","CLE","B","null","null",1,1,2018,"-1.1255","0.3541","-1.7347","2.9549","null","null","null",2,8,"Top","null","null",,,425877,,"180626_035444","2.4374","-148.8527","-5.0315","-17.3143","32.9324","-25.9854","3.4724","1.4786","null","null","null","102.5740","2097","6.2640",530576,663855,425877,572761,543939,576397,594824,542303,664056,451594,"54.2345","null","null","null","null","null","null","null",59,"3","Sinker",3,0,0,3,0,3,0,3,"Standard","Standard"
"SI","2018-06-25","101.5","-1.5544","6.3499","Jordan Hicks",488726,663855,"null","foul",,,,,1,"null","R","L","R","STL","CLE","S","null","null",1,0,2018,"-1.2020","0.6328","-0.6831","2.9157","null","null","null",2,8,"Top","null","null",,,425877,,"180626_035416","5.3539","-147.7214","-5.8874","-18.9783","33.5961","-21.6817","3.2433","1.3344","null","null","null","102.1390","2239","6.5230",530576,663855,425877,572761,543939,576397,594824,542303,664056,451594,"53.9750","null","null","null","null","null","null","null",59,"2","Sinker",3,0,0,3,0,3,0,3,"Standard","Standard"
"SI","2018-06-25","102.8","-1.4328","6.1767","Jordan Hicks",488726,663855,"null","ball",,,,,9,"null","R","L","R","STL","CLE","B","null","null",0,0,2018,"-1.0055","0.9011","0.7590","1.8258","null","null","null",2,8,"Top","null","null",,,425877,,"180626_035353","8.7264","-149.3236","-9.3310","-17.3389","36.9323","-16.4647","3.3563","1.5882","null","null","null","103.2360","2310","6.6810",530576,663855,425877,572761,543939,576397,594824,542303,664056,451594,"53.8177","null","null","null","null","null","null","null",59,"1","Sinker",3,0,0,3,0,3,0,3,"Standard","Standard"
"SL","2018-06-25","84.1","-1.7119","6.1563","Jordan Hicks",596019,663855,"strikeout","swinging_strike_blocked",,,,,14,"Francisco Lindor strikes out swinging.  ","R","L","R","STL","CLE","S",2,"null",2,2,2018,"0.8244","-0.7000","0.4669","0.7675","null","null","null",1,8,"Top","null","null",,,425877,,"180626_035312","3.4247","-122.4996","-4.7457","7.6120","23.8663","-38.4957","3.0760","1.3483","null","null","null","84.1810","2581","6.2560",530576,663855,425877,572761,543939,576397,594824,542303,664056,451594,"54.2424","null","null","0.00",1,0,0,"null",58,"5","Slider",3,0,0,3,0,3,0,3,"Standard","Standard"
"SI","2018-06-25","99.9","-1.9251","6.1369","Jordan Hicks",596019,663855,"null","foul",,,,,4,"null","R","L","R","STL","CLE","S","null","null",2,1,2018,"-1.1408","0.2158","-0.5033","2.0872","null","null","null",1,8,"Top","null","null",,,425877,,"180626_035242","6.7042","-145.4564","-6.3732","-17.9820","32.7599","-27.8091","3.0760","1.3483","null","null","null","100.9850","2127","6.7590",530576,663855,425877,572761,543939,576397,594824,542303,664056,451594,"53.7391","null","null","null","null","null","null","null",58,"4","Sinker",3,0,0,3,0,3,0,3,"Standard","Standard"
"SI","2018-06-25","99.7","-1.7666","6.1265","Jordan Hicks",596019,663855,"null","swinging_strike",,,,,5,"null","R","L","R","STL","CLE","S","null","null",2,0,2018,"-1.1405","0.2596","-0.0539","2.4836","null","null","null",1,8,"Top","null","null",,,425877,,"180626_035221","7.4975","-145.1854","-5.3409","-18.0712","31.0878","-27.4590","3.0760","1.3483","null","null","null","100.9910","2060","6.7630",530576,663855,425877,572761,543939,576397,594824,542303,664056,451594,"53.7357","null","null","null","null","null","null","null",58,"3","Sinker",3,0,0,3,0,3,0,3,"Standard","Standard"
"SI","2018-06-25","100.2","-1.4441","6.4183","Jordan Hicks",596019,663855,"null","ball",,,,,12,"null","R","L","R","STL","CLE","B","null","null",1,0,2018,"-0.8432","0.3661","1.4549","3.6247","null","null","null",1,8,"Top","null","null",,,425877,,"180626_035154","9.9932","-145.6297","-3.2426","-14.2294","31.5895","-26.4326","3.3666","1.4235","null","null","null","100.4940","2110","6.3460",530576,663855,425877,572761,543939,576397,594824,542303,664056,451594,"54.1526","null","null","null","null","null","null","null",58,"2","Sinker",3,0,0,3,0,3,0,3,"Standard","Standard"
