"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment"
"SI","2018-08-28","100.0","-0.7111","6.6646","Jordan Hicks",605137,663855,"null","ball",,,,,12,"null","R","L","R","STL","PIT","B","null","null",0,0,2018,"-1.1005","0.9417","0.7567","3.9100","null","null","null",0,8,"Top","null","null",,,425877,,"180829_022939","6.7361","-145.5063","-4.5154","-17.4228","33.6366","-17.7442","3.5456","1.5761","null","null","null","100.8990","1850","6.7500",531389,663855,425877,572761,594824,576397,657557,641933,664056,622168,"53.7481","null","null","null","null","null","null","null",55,"1","Sinker",4,1,1,4,1,4,1,4,"Standard","Standard"
"SI","2018-08-24","101.2","-0.6289","6.3778","Jordan Hicks",471865,663855,"field_out","hit_into_play",,,,,5,"Carlos Gonzalez grounds out, second baseman Kolten Wong to first baseman Matt Carpenter.  ","R","L","R","COL","STL","X",4,"ground_ball",0,1,2018,"-0.9563","0.4255","0.0183","2.3136",518934,453568,571448,2,8,"Bot","149.10","154.87",,,425877,,"null","4.1187","-147.4765","-7.2047","-15.0318","27.9219","-24.6322","3.4455","1.6021","3","96.1","-41","102.6300","1999","6.5300",531339,663855,425877,572761,543939,576397,657557,641933,664056,500874,"53.9719","0.068","0.061","0.00",1,0,0,2,77,"2","Sinker",5,7,5,7,7,5,5,7,"Standard","Standard"
"SI","2018-08-24","102.1","-0.8178","6.3780","Jordan Hicks",471865,663855,"null","called_strike",,,,,3,"null","R","L","R","COL","STL","S","null","null",0,0,2018,"-1.0088","0.5668","0.6507","3.1292",518934,453568,571448,2,8,"Bot","null","null",,,425877,,"null","6.6488","-148.8334","-5.4274","-16.6775","28.3579","-22.6371","3.4749","1.6314","null","null","null","103.9170","1982","6.7050",531339,663855,425877,572761,543939,576397,657557,641933,664056,500874,"53.7972","null","null","null","null","null","null","null",77,"1","Sinker",5,7,5,7,7,5,5,7,"Standard","Standard"
"SL","2018-08-24","85.6","-1.0720","6.2759","Jordan Hicks",571448,663855,"walk","ball",,,,,14,"Nolan Arenado walks.   DJ LeMahieu to 3rd.    Charlie Blackmon to 2nd.  ","R","R","R","COL","STL","B","null","null",3,0,2018,"0.8516","-0.5373","0.3688","-0.0236","null",518934,453568,2,8,"Bot","null","null",,,425877,,"null","1.6947","-124.6722","-7.5848","8.5970","22.1299","-36.6401","3.4161","1.4847","null","null","null","85.8880","2379","6.1670",531339,663855,425877,572761,543939,576397,657557,641933,664056,500874,"54.3349","null","null","0.70",1,0,0,"null",76,"4","Slider",5,7,5,7,7,5,5,7,"Standard","Standard"
"SI","2018-08-24","100.7","-0.7672","6.3495","Jordan Hicks",571448,663855,"null","ball",,,,,12,"null","R","R","R","COL","STL","B","null","null",2,0,2018,"-0.9774","0.5959","1.1015","2.6005","null",518934,453568,2,8,"Bot","null","null",,,425877,,"null","7.4859","-146.5683","-6.5811","-15.6500","27.3011","-22.4303","3.3279","1.5434","null","null","null","101.5130","2024","6.2530",531339,663855,425877,572761,543939,576397,657557,641933,664056,500874,"54.2490","null","null","null","null","null","null","null",76,"3","Sinker",5,7,5,7,7,5,5,7,"Standard","Standard"
"SI","2018-08-24","100.2","-0.8538","6.3583","Jordan Hicks",571448,663855,"null","ball",,,,,11,"null","R","R","R","COL","STL","B","null","null",1,0,2018,"-0.9685","0.6976","-1.1045","4.6181","null",518934,453568,2,8,"Bot","null","null",,,425877,,"null","1.5775","-146.0263","-1.1678","-14.2497","29.5883","-22.0945","3.3573","1.5727","null","null","null","100.7790","1987","6.2160",531339,663855,425877,572761,543939,576397,657557,641933,664056,500874,"54.2861","null","null","null","null","null","null","null",76,"2","Sinker",5,7,5,7,7,5,5,7,"Standard","Strategic"
"SI","2018-08-24","101.3","-0.7326","6.3658","Jordan Hicks",571448,663855,"null","ball",,,,,12,"null","R","R","R","COL","STL","B","null","null",0,0,2018,"-1.0102","0.7457","1.3628","2.5502","null",518934,453568,2,8,"Bot","null","null",,,425877,,"null","8.4107","-147.4760","-7.3190","-16.9137","30.5005","-19.6208","3.3573","1.5434","null","null","null","103.0400","1952","6.9080",531339,663855,425877,572761,543939,576397,657557,641933,664056,500874,"53.5942","null","null","null","null","null","null","null",76,"1","Sinker",5,7,5,7,7,5,5,7,"Standard","Strategic"
"SI","2018-08-24","100.1","-0.7711","6.4557","Jordan Hicks",621311,663855,"strikeout","swinging_strike",,,,,13,"David Dahl strikes out swinging.  ","R","L","R","COL","STL","S",2,"null",1,2,2018,"-1.0976","0.5675","-0.0191","1.1738","null",518934,453568,1,8,"Bot","null","null",,,425877,,"null","4.6531","-145.5922","-10.6423","-16.6963","26.9756","-22.1855","3.2692","1.4847","null","null","null","100.9640","2104","6.3240",531339,663855,425877,572761,543939,576397,657557,641933,664056,500874,"54.1780","null","null","0.00",1,0,0,"null",75,"4","Sinker",5,7,5,7,7,5,5,7,"Standard","Standard"
"SL","2018-08-24","84.1","-0.6586","6.3797","Jordan Hicks",621311,663855,"null","blocked_ball",,,,,14,"null","R","L","R","COL","STL","B","null","null",0,2,2018,"0.8039","-0.7629","0.5165","-0.7429","null",518934,453568,1,8,"Bot","null","null",,,425877,,"null","1.1399","-122.3096","-8.6485","7.8685","22.0447","-38.4810","3.2986","1.4847","null","null","null","84.1980","2584","6.1950",531339,663855,425877,572761,543939,576397,657557,641933,664056,500874,"54.3073","null","null","null","null","null","null","null",75,"3","Slider",5,7,5,7,7,5,5,7,"Standard","Standard"
"SI","2018-08-24","100.3","-0.7252","6.2664","Jordan Hicks",621311,663855,"null","foul",,,,,13,"null","R","L","R","COL","STL","S","null","null",0,1,2018,"-0.8831","0.7178","-0.0645","1.3191","null",518934,453568,1,8,"Bot","null","null",,,425877,,"null","3.9501","-146.0766","-10.2180","-13.6784","26.1767","-19.9553","3.4161","1.5434","213","73.1","39","101.9000","1954","6.5840",531339,663855,425877,572761,543939,576397,657557,641933,664056,500874,"53.9180","null","null","null","null","null","null","null",75,"2","Sinker",5,7,5,7,7,5,5,7,"Standard","Standard"
"FF","2018-08-24","98.5","-0.9623","6.3849","Jordan Hicks",621311,663855,"null","swinging_strike",,,,,12,"null","R","L","R","COL","STL","S","null","null",0,0,2018,"-0.7009","1.0446","1.1923","2.4842","null",518934,453568,1,8,"Bot","null","null",,,425877,,"null","7.5447","-143.4074","-7.7448","-11.3064","26.3581","-16.1254","3.3573","1.5434","null","null","null","100.0200","2066","6.6480",531339,663855,425877,572761,543939,576397,657557,641933,664056,500874,"53.8541","null","null","null","null","null","null","null",75,"1","4-Seam Fastball",5,7,5,7,7,5,5,7,"Standard","Standard"
"SI","2018-08-24","99.6","-0.8254","6.2553","Jordan Hicks",453568,663855,"single","hit_into_play_no_out",,,,,9,"Charlie Blackmon singles on a ground ball to right fielder Jose Martinez.   DJ LeMahieu to 2nd.  ","R","L","R","COL","STL","X",9,"ground_ball",1,1,2018,"-0.8926","0.4403","0.7623","1.9759","null","null",518934,1,8,"Bot","182.42","90.06",,,425877,,"null","6.5247","-145.0940","-7.5684","-14.1525","27.1250","-24.5389","3.4455","1.5727","12","99.0","-8","101.2030","2058","6.6610",531339,663855,425877,572761,543939,576397,657557,641933,664056,500874,"53.8412","0.282","0.269","0.90",1,1,0,2,74,"3","Sinker",5,7,5,7,7,5,5,7,"Standard","Standard"
"FF","2018-08-24","98.9","-0.7904","6.2898","Jordan Hicks",453568,663855,"null","ball",,,,,11,"null","R","L","R","COL","STL","B","null","null",0,1,2018,"-0.5943","0.7656","-0.8463","3.6772","null","null",518934,1,8,"Bot","null","null",,,425877,,"null","1.2370","-144.2884","-3.6314","-8.6790","26.0304","-20.7892","3.4455","1.6021","null","null","null","100.2800","1962","6.4140",531339,663855,425877,572761,543939,576397,657557,641933,664056,500874,"54.0878","null","null","null","null","null","null","null",74,"2","4-Seam Fastball",5,7,5,7,7,5,5,7,"Standard","Standard"
"FF","2018-08-24","99.0","-0.7212","6.3858","Jordan Hicks",453568,663855,"null","called_strike",,,,,2,"null","R","L","R","COL","STL","S","null","null",0,0,2018,"-0.7384","0.9699","0.0519","3.1859","null","null",518934,1,8,"Bot","null","null",,,425877,,"null","3.8613","-144.2685","-5.6838","-11.2507","29.6413","-17.4518","3.4900","1.6010","null","null","null","100.0210","2064","6.5150",531339,663855,425877,572761,543939,576397,657557,641933,664056,500874,"53.9866","null","null","null","null","null","null","null",74,"1","4-Seam Fastball",5,7,5,7,7,5,5,7,"Standard","Standard"
"SI","2018-08-24","100.5","-0.7498","6.4167","Jordan Hicks",518934,663855,"walk","ball",,,,,12,"DJ LeMahieu walks.  ","R","R","R","COL","STL","B","null","null",3,2,2018,"-0.8599","0.2581","0.1466","4.1313","null","null","null",1,8,"Bot","null","null",,,425877,,"null","4.5487","-146.5133","-1.7016","-13.4876","29.3834","-28.2353","3.3279","1.5434","null","null","null","101.6460","1911","6.4770",531339,663855,425877,572761,543939,576397,657557,641933,664056,500874,"54.0246","null","null","0.70",1,0,0,"null",73,"7","Sinker",5,7,5,7,7,5,5,7,"Strategic","Standard"
"FF","2018-08-24","101.1","-0.5697","6.4212","Jordan Hicks",518934,663855,"null","ball",,,,,11,"null","R","R","R","COL","STL","B","null","null",2,2,2018,"-0.6277","0.7633","-1.0188","4.1978","null","null","null",1,8,"Bot","null","null",,,425877,,"null","0.2600","-147.5362","-2.8709","-9.4536","28.1259","-20.3516","3.3573","1.4847","null","null","null","102.9040","1952","6.6640",531339,663855,425877,572761,543939,576397,657557,641933,664056,500874,"53.8376","null","null","null","null","null","null","null",73,"6","4-Seam Fastball",5,7,5,7,7,5,5,7,"Strategic","Strategic"
"SL","2018-08-24","88.5","-1.0687","6.3388","Jordan Hicks",518934,663855,"null","ball",,,,,13,"null","R","R","R","COL","STL","B","null","null",1,2,2018,"0.4985","-0.5388","-1.0241","0.2690","null","null","null",1,8,"Bot","null","null",,,425877,,"null","-0.9049","-128.8181","-7.6685","5.6815","23.0828","-36.9704","3.3573","1.5140","null","null","null","88.4060","2527","5.9110",531339,663855,425877,572761,543939,576397,657557,641933,664056,500874,"54.5905","null","null","null","null","null","null","null",73,"5","Slider",5,7,5,7,7,5,5,7,"Strategic","Standard"
"SI","2018-08-24","101.3","-0.6350","6.4752","Jordan Hicks",518934,663855,"null","foul",,,,,2,"null","R","R","R","COL","STL","S","null","null",1,2,2018,"-0.8581","0.7119","-0.1637","3.1590","null","null","null",1,8,"Bot","null","null",,,425877,,"null","3.3612","-147.6461","-5.7857","-13.3592","27.4099","-20.7032","3.3279","1.5140","336","90.1","27","102.4100","2047","6.3150",531339,663855,425877,572761,543939,576397,657557,641933,664056,500874,"54.1870","null","null","null","null","null","null","null",73,"4","Sinker",5,7,5,7,7,5,5,7,"Strategic","Standard"
"SI","2018-08-24","100.2","-0.7753","6.6020","Jordan Hicks",518934,663855,"null","foul",,,,,1,"null","R","R","R","COL","STL","S","null","null",1,1,2018,"-0.9921","0.8013","-0.3505","3.0995","null","null","null",1,8,"Bot","null","null",,,425877,,"null","3.5353","-145.9599","-6.3065","-15.0899","30.1600","-19.4557","3.2986","1.4847","241","77.9","48","101.1110","2063","6.4600",531339,663855,425877,572761,543939,576397,657557,641933,664056,500874,"54.0423","null","null","null","null","null","null","null",73,"3","Sinker",5,7,5,7,7,5,5,7,"Strategic","Standard"
"SL","2018-08-24","85.7","-0.9009","6.3428","Jordan Hicks",518934,663855,"null","ball",,,,,13,"null","R","R","R","COL","STL","B","null","null",0,1,2018,"0.6987","-0.1915","-0.4874","1.1159","null","null","null",1,8,"Bot","null","null",,,425877,,"null","-0.3986","-124.7193","-5.7089","7.2706","22.8246","-33.3240","3.2104","1.4847","null","null","null","85.2510","2533","5.7940",531339,663855,425877,572761,543939,576397,657557,641933,664056,500874,"54.7080","null","null","null","null","null","null","null",73,"2","Slider",5,7,5,7,7,5,5,7,"Strategic","Standard"
"SI","2018-08-24","102.6","-0.8047","6.4221","Jordan Hicks",518934,663855,"null","called_strike",,,,,6,"null","R","R","R","COL","STL","S","null","null",0,0,2018,"-0.9892","0.8289","0.4121","2.6679","null","null","null",1,8,"Bot","null","null",,,425877,,"null","5.8285","-149.2643","-7.4438","-16.1362","31.3443","-18.3041","3.4161","1.5434","null","null","null","103.1790","2055","6.3300",531339,663855,425877,572761,543939,576397,657557,641933,664056,500874,"54.1717","null","null","null","null","null","null","null",73,"1","Sinker",5,7,5,7,7,5,5,7,"Strategic","Standard"
"SI","2018-08-24","100.5","-0.8143","6.4277","Jordan Hicks",547172,663855,"field_out","hit_into_play",,,,,5,"Tony Wolters lines out to center fielder Harrison Bader.  ","R","L","R","COL","STL","X",8,"line_drive",2,2,2018,"-0.8739","0.6292","0.1147","2.4837","null","null","null",0,8,"Bot","107.92","83.40",,,425877,,"null","4.6881","-146.5227","-7.2899","-13.7516","24.8379","-21.7546","3.3007","1.5434","293","93.2","16","102.3950","2112","6.5880",531339,663855,425877,572761,543939,576397,657557,641933,664056,500874,"53.9136","0.700","0.666","0.00",1,0,0,4,72,"5","Sinker",5,7,5,7,7,5,5,7,"Standard","Standard"
"SI","2018-08-24","101.0","-0.8320","6.4045","Jordan Hicks",547172,663855,"null","ball",,,,,11,"null","R","L","R","COL","STL","B","null","null",1,2,2018,"-0.9368","0.4541","-0.8829","4.0675","null","null","null",0,8,"Bot","null","null",,,425877,,"null","2.0911","-147.4028","-2.4185","-14.2770","27.0966","-25.1607","3.3007","1.5727","null","null","null","102.3720","1988","6.3710",531339,663855,425877,572761,543939,576397,657557,641933,664056,500874,"54.1307","null","null","null","null","null","null","null",72,"4","Sinker",5,7,5,7,7,5,5,7,"Strategic","Standard"
"SI","2018-08-24","101.9","-0.9258","6.4407","Jordan Hicks",547172,663855,"null","ball",,,,,11,"null","R","L","R","COL","STL","B","null","null",0,2,2018,"-0.7735","0.5502","-0.5582","4.1994","null","null","null",0,8,"Bot","null","null",,,425877,,"null","2.8844","-148.6361","-2.5132","-12.1777","24.9696","-23.5873","3.3007","1.5140","null","null","null","103.3830","2031","6.2970",531339,663855,425877,572761,543939,576397,657557,641933,664056,500874,"54.2048","null","null","null","null","null","null","null",72,"3","Sinker",5,7,5,7,7,5,5,7,"Standard","Standard"
"SI","2018-08-24","102.8","-0.8467","6.4063","Jordan Hicks",547172,663855,"null","foul",,,,,8,"null","R","L","R","COL","STL","S","null","null",0,1,2018,"-0.8754","0.6873","0.1056","2.0256","null","null","null",0,8,"Bot","null","null",,,425877,,"null","4.7769","-149.6715","-8.9648","-14.1397","24.8029","-20.3646","3.3007","1.6314","null","null","null","103.8240","2129","6.1200",531339,663855,425877,572761,543939,576397,657557,641933,664056,500874,"54.3816","null","null","null","null","null","null","null",72,"2","Sinker",5,7,5,7,7,5,5,7,"Standard","Standard"
"SI","2018-08-24","100.6","-0.9083","6.4140","Jordan Hicks",547172,663855,"null","called_strike",,,,,6,"null","R","L","R","COL","STL","S","null","null",0,0,2018,"-0.8641","0.5121","0.5939","2.3072","null","null","null",0,8,"Bot","null","null",,,425877,,"null","6.2523","-146.4869","-7.4399","-13.8503","25.5276","-23.4662","3.3007","1.4260","null","null","null","102.1820","1986","6.5320",531339,663855,425877,572761,543939,576397,657557,641933,664056,500874,"53.9696","null","null","null","null","null","null","null",72,"1","Sinker",5,7,5,7,7,5,5,7,"Standard","Standard"
"SI","2018-08-22","102.5","-0.7276","6.5526","Jordan Hicks",621035,663855,"strikeout","called_strike",,,,,9,"Chris Taylor called out on strikes.  ","R","R","R","LAD","STL","S",2,"null",0,2,2018,"-1.0777","0.9617","0.4635","2.2406","null","null","null",2,9,"Bot","null","null",,,425877,,"null","5.9592","-148.9391","-9.2022","-17.4576","38.1890","-15.8318","3.6095","1.7088","null","null","null","102.1000","1999","6.3060",531316,663855,425877,572761,543939,576397,657557,622168,664056,500874,"54.1935","null","null","0.00",1,0,0,"null",68,"3","Sinker",1,3,1,3,3,1,1,3,"Standard","Standard"
"SI","2018-08-22","102.0","-0.5968","6.5423","Jordan Hicks",621035,663855,"null","called_strike",,,,,9,"null","R","R","R","LAD","STL","S","null","null",0,1,2018,"-1.0132","0.9212","0.3852","1.8509","null","null","null",2,9,"Bot","null","null",,,425877,,"null","5.1360","-148.1664","-10.0180","-15.9946","36.4063","-16.5539","3.6095","1.7326","null","null","null","101.2590","2010","6.0460",531316,663855,425877,572761,543939,576397,657557,622168,664056,500874,"54.4529","null","null","null","null","null","null","null",68,"2","Sinker",1,3,1,3,3,1,1,3,"Standard","Standard"
"SI","2018-08-22","103.1","-0.5847","6.5981","Jordan Hicks",621035,663855,"null","called_strike",,,,,4,"null","R","R","R","LAD","STL","S","null","null",0,0,2018,"-1.0866","0.9112","-0.5532","2.5405","null","null","null",2,9,"Bot","null","null",,,425877,,"null","2.6951","-149.8317","-8.4300","-16.8404","38.6778","-16.7019","3.6095","1.7564","null","null","null","102.3510","2115","6.1120",531316,663855,425877,572761,543939,576397,657557,622168,664056,500874,"54.3870","null","null","null","null","null","null","null",68,"1","Sinker",1,3,1,3,3,1,1,3,"Standard","Standard"
"SI","2018-08-22","101.7","-0.7300","6.5173","Jordan Hicks",572821,663855,"strikeout","called_strike",,,,,5,"Brian Dozier called out on strikes.  ","R","R","R","LAD","STL","S",2,"null",1,2,2018,"-0.7912","0.7186","-0.1121","2.3450","null","null","null",1,9,"Bot","null","null",,,425877,,"null","3.6116","-147.8859","-8.1253","-12.4204","33.8522","-19.9962","2.9655","1.3753","null","null","null","101.6870","1970","6.2300",531316,663855,425877,572761,543939,576397,657557,622168,664056,500874,"54.2689","null","null","0.00",1,0,0,"null",67,"4","Sinker",1,3,1,3,3,1,1,3,"Standard","Standard"
"FF","2018-08-22","101.1","-0.6253","6.6138","Jordan Hicks",572821,663855,"null","ball",,,,,12,"null","R","R","R","LAD","STL","B","null","null",0,2,2018,"-0.4490","1.2265","0.3553","5.2415","null","null","null",1,9,"Bot","null","null",,,425877,,"null","3.7878","-147.2293","-1.4075","-7.3917","35.6873","-14.3770","2.9417","1.4229","null","null","null","100.8460","1980","6.1540",531316,663855,425877,572761,543939,576397,657557,622168,664056,500874,"54.3446","null","null","null","null","null","null","null",67,"3","4-Seam Fastball",1,3,1,3,3,1,1,3,"Standard","Standard"
"SL","2018-08-22","87.6","-0.6566","6.3445","Jordan Hicks",572821,663855,"null","swinging_strike",,,,,9,"null","R","R","R","LAD","STL","S","null","null",0,1,2018,"0.6866","-0.3175","0.8113","1.7519","null","null","null",1,9,"Bot","null","null",,,425877,,"null","2.1371","-127.4646","-4.2480","6.8297","27.3749","-34.8925","3.3190","1.5130","null","null","null","86.4900","2535","5.6840",531316,663855,425877,572761,543939,576397,657557,622168,664056,500874,"54.8149","null","null","null","null","null","null","null",67,"2","Slider",1,3,1,3,3,1,1,3,"Standard","Standard"
"SI","2018-08-22","100.9","-0.5808","6.5639","Jordan Hicks",572821,663855,"null","called_strike",,,,,2,"null","R","R","R","LAD","STL","S","null","null",0,0,2018,"-1.3087","0.7844","-0.2648","2.6619","null","null","null",1,9,"Bot","null","null",,,425877,,"null","3.9663","-146.7270","-7.3298","-19.7131","36.8104","-19.3514","2.8702","1.3515","null","null","null","100.4280","2004","6.2030",531316,663855,425877,572761,543939,576397,657557,622168,664056,500874,"54.2959","null","null","null","null","null","null","null",67,"1","Sinker",1,3,1,3,3,1,1,3,"Standard","Standard"
"SI","2018-08-22","102.4","-0.7915","6.4911","Jordan Hicks",641355,663855,"strikeout","called_strike",,,,,9,"Cody Bellinger called out on strikes.  ","R","L","R","LAD","STL","S",2,"null",1,2,2018,"-1.2408","0.9249","0.4082","1.8385","null","null","null",0,9,"Bot","null","null",,,425877,,"null","6.3484","-148.6832","-10.0473","-19.8546","36.2037","-16.3043","3.8720","1.8755","null","null","null","102.0260","2125","6.2420",531316,663855,425877,572761,543939,576397,657557,622168,664056,500874,"54.2566","null","null","0.00",1,0,0,"null",66,"4","Sinker",1,3,1,3,3,1,1,3,"Standard","Standard"
"SL","2018-08-22","85.4","-0.9518","6.4437","Jordan Hicks",641355,663855,"null","foul",,,,,8,"null","R","L","R","LAD","STL","S","null","null",1,1,2018,"0.7523","-0.4743","0.0315","1.8560","null","null","null",0,9,"Bot","null","null",,,425877,,"null","0.8234","-124.3102","-3.5678","7.5167","24.3356","-36.5506","3.5490","1.6270","null","null","null","84.8340","2541","5.8500",531316,663855,425877,572761,543939,576397,657557,622168,664056,500874,"54.6491","null","null","null","null","null","null","null",66,"3","Slider",1,3,1,3,3,1,1,3,"Standard","Standard"
"SI","2018-08-22","101.0","-0.7636","6.4930","Jordan Hicks",641355,663855,"null","foul",,,,,2,"null","R","L","R","LAD","STL","S","null","null",1,0,2018,"-0.9811","0.8839","-0.2417","3.1247","null","null","null",0,9,"Bot","null","null",,,425877,,"null","3.7642","-146.9340","-6.1472","-15.0258","33.8649","-18.2195","3.5490","1.6270","173","81.1","20","100.9060","1947","6.1900",531316,663855,425877,572761,543939,576397,657557,622168,664056,500874,"54.3091","null","null","null","null","null","null","null",66,"2","Sinker",1,3,1,3,3,1,1,3,"Standard","Standard"
"SI","2018-08-22","100.8","-0.7813","6.5966","Jordan Hicks",641355,663855,"null","ball",,,,,13,"null","R","L","R","LAD","STL","B","null","null",0,0,2018,"-1.0975","0.8297","-1.2045","2.7010","null","null","null",0,9,"Bot","null","null",,,425877,,"null","1.3955","-146.7323","-7.4570","-16.0886","32.2403","-18.8164","3.8720","1.7564","null","null","null","100.7380","1950","6.0750",531316,663855,425877,572761,543939,576397,657557,622168,664056,500874,"54.4238","null","null","null","null","null","null","null",66,"1","Sinker",1,3,1,3,3,1,1,3,"Standard","Standard"
"SL","2018-08-20","88.0","-1.1380","6.1603","Jordan Hicks",457759,663855,"strikeout","swinging_strike_blocked",,,,,14,"Justin Turner strikes out swinging, catcher Francisco Pena to first baseman Matt Carpenter.  ","R","R","R","LAD","STL","S",2,"null",2,2,2018,"0.9301","0.4192","0.0568","1.3706",624577,"null","null",1,8,"Bot","null","null",,,506747,,"180821_060304","0.9779","-127.9003","-6.2715","9.8216","29.3430","-26.4574","3.3190","1.5130","null","null","null","87.2550","2500","6.1400",531286,663855,506747,572761,543939,576397,657557,542303,664056,500874,"54.3590","null","null","0.00",1,0,0,"null",73,"6","Slider",3,3,3,3,3,3,3,3,"Strategic","Standard"
"SL","2018-08-20","88.2","-1.2484","6.1988","Jordan Hicks",457759,663855,"null","foul",,,,,2,"null","R","R","R","LAD","STL","S","null","null",2,2,2018,"0.7264","0.1079","0.0831","2.8208",624577,"null","null",1,8,"Bot","null","null",,,506747,,"180821_060313","1.7400","-128.4687","-2.3565","7.5994","26.1964","-30.7404","3.3190","1.5130","200","75.7","56","87.8840","2510","6.0010",531286,663855,506747,572761,543939,576397,657557,542303,664056,500874,"54.4980","null","null","null","null","null","null","null",73,"5","Slider",3,3,3,3,3,3,3,3,"Strategic","Standard"
"SL","2018-08-20","85.8","-1.0467","6.2738","Jordan Hicks",457759,663855,"null","ball",,,,,14,"null","R","R","R","LAD","STL","B","null","null",1,2,2018,"0.5299","-0.0327","1.1377","1.3222",624577,"null","null",1,8,"Bot","null","null",,,506747,,"180821_060319","4.0890","-124.8961","-5.3765","4.6786","24.6900","-31.6780","3.4889","1.6599","null","null","null","85.4660","2436","6.0120",531286,663855,506747,572761,543939,576397,657557,542303,664056,500874,"54.4872","null","null","null","null","null","null","null",73,"4","Slider",3,3,3,3,3,3,3,3,"Strategic","Standard"
"SL","2018-08-20","85.5","-1.2402","6.1835","Jordan Hicks",457759,663855,"null","ball",,,,,13,"null","R","R","R","LAD","STL","B","null","null",0,2,2018,"1.1472","0.0274","-0.7299","0.2901","null","null",624577,1,8,"Bot","null","null",,,506747,,"180821_053936","-1.0549","-124.2707","-7.5341","11.8383","26.5920","-30.5426","3.4173","1.6122","null","null","null","84.4580","2435","5.8260",531286,663855,506747,572761,543939,576397,657557,542303,664056,500874,"54.6727","null","null","null","null","null","null","null",73,"3","Slider",3,3,3,3,3,3,3,3,"Standard","Standard"
"SI","2018-08-20","100.7","-1.0928","6.2862","Jordan Hicks",457759,663855,"null","called_strike",,,,,7,"null","R","R","R","LAD","STL","S","null","null",0,1,2018,"-1.2458","0.8164","-0.3389","1.9273","null","null",624577,1,8,"Bot","null","null",,,506747,,"180821_060244","5.0029","-146.2786","-8.6152","-18.9264","35.4891","-18.7081","3.5127","1.6599","null","null","null","100.1390","2175","6.1410",531286,663855,506747,572761,543939,576397,657557,542303,664056,500874,"54.3584","null","null","null","null","null","null","null",73,"2","Sinker",3,3,3,3,3,3,3,3,"Standard","Standard"
"SI","2018-08-20","99.8","-1.0416","6.2997","Jordan Hicks",457759,663855,"null","foul",,,,,2,"null","R","R","R","LAD","STL","S","null","null",0,0,2018,"-1.0725","0.7574","0.0425","3.0504","null","null",624577,1,8,"Bot","null","null",,,506747,,"180821_060239","5.4461","-145.1989","-5.3073","-16.2731","32.7911","-20.5745","3.3190","1.5130","232","80.6","47","99.4750","2077","6.0380",531286,663855,506747,572761,543939,576397,657557,542303,664056,500874,"54.4606","null","null","null","null","null","null","null",73,"1","Sinker",3,3,3,3,3,3,3,3,"Standard","Standard"
"SL","2018-08-20","86.0","-1.1876","6.2423","Jordan Hicks",572821,663855,"strikeout","foul_tip",,,,,14,"Brian Dozier strikes out on a foul tip.  ","R","R","R","LAD","STL","S",2,"null",2,2,2018,"0.5065","-0.1482","0.4849","1.0757","null","null",624577,0,8,"Bot","null","null",,,506747,,"180821_053653","2.9373","-125.1080","-5.6972","4.7075","24.5603","-32.8230","3.3190","1.5130","null","null","null","85.7950","2485","6.1120",531286,663855,506747,572761,543939,576397,657557,542303,664056,500874,"54.3869","null","null","0.00",1,0,0,"null",72,"6","Slider",3,3,3,3,3,3,3,3,"Standard","Standard"
"SI","2018-08-20","101.1","-1.1302","6.4033","Jordan Hicks",572821,663855,"null","foul",,,,,13,"null","R","R","R","LAD","STL","S","null","null",2,2,2018,"-1.4258","0.4895","-1.1180","2.2057","null","null",624577,0,8,"Bot","null","null",,,506747,,"180821_053612","3.4644","-147.0606","-7.5593","-21.5854","36.2511","-23.4072","3.3190","1.5130","null","null","null","101.2940","2077","6.5050",531286,663855,506747,572761,543939,576397,657557,542303,664056,500874,"53.9942","null","null","null","null","null","null","null",72,"5","Sinker",3,3,3,3,3,3,3,3,"Standard","Standard"
"SL","2018-08-20","83.7","-1.2897","6.1627","Jordan Hicks",572821,663855,"null","blocked_ball",,,,,13,"null","R","R","R","LAD","STL","B","null","null",1,2,2018,"0.6765","-0.4850","-0.0870","0.5273","null","null",624577,0,8,"Bot","null","null",,,506747,,"180821_053504","1.4546","-121.7429","-5.6111","6.3364","23.2028","-36.0823","2.9166","1.4217","null","null","null","83.0330","2376","5.8040",531286,663855,506747,572761,543939,576397,657557,542303,664056,500874,"54.6949","null","null","null","null","null","null","null",72,"4","Slider",3,3,3,3,3,3,3,3,"Standard","Standard"
