pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,fielder_2,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher_1,fielder_2_1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,four_seam,curve_ball,cutter,unnamed_pitch,sinker,slider,changeup,two_seam,split_finger,knuckle_curve,forkball,eephus,pitch_out,screwball,knuckle_ball,strike,up_zone,mid_zone,down_zone,hit,swinging_strike,chapman,betances,britton,green,ottavino,id,pitch_count
SL,2018-04-30,84.4,-2.709,5.5269,Adam Ottavino,592178,493603,null,ball,1,null,R,R,R,CHC,COL,B,null,null,1,0,2018,1.0024,0.506,-0.7135,3.2113,null,null,null,2,8,Bot,null,null,455104,180501_014055,2.6565,-122.9205,-0.0453,9.6294,24.0207,-27.2565,3.3048,1.5341,null,null,null,84.523,2665,6.292,529830,493603,455104,435622,642162,571448,596115,467827,453568,571595,54.2091,null,null,null,null,null,null,null,64,2,Slider,3,2,3,2,2,3,3,2,Infield shift,Standard,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,864,9
SL,2018-04-30,83,-2.9396,5.3219,Adam Ottavino,592178,493603,null,ball,14,null,R,R,R,CHC,COL,B,null,null,0,0,2018,1.2001,-0.2079,1.5382,2.1903,null,null,null,2,8,Bot,null,null,455104,180501_014037,7.8973,-120.7038,-0.2562,10.0818,24.3269,-34.3696,3.4854,1.6676,null,null,null,82.836,2941,6.296,529830,493603,455104,435622,642162,571448,596115,467827,453568,571595,54.2052,null,null,null,null,null,null,null,64,1,Slider,3,2,3,2,2,3,3,2,Infield shift,Standard,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,865,10
FT,2018-04-30,95.6,-2.461,5.6184,Adam Ottavino,595879,493603,strikeout,swinging_strike,5,Javier Baez strikes out swinging.,R,R,R,CHC,COL,S,2,null,0,2,2018,-1.5615,0.5766,0.2024,2.3622,null,null,null,1,8,Bot,null,null,455104,180501_013957,10.6879,-138.8581,-4.2808,-22.9427,31.8548,-23.8209,3.2937,1.4354,null,null,null,96.257,2547,6.823,529830,493603,455104,435622,642162,571448,596115,467827,453568,571595,53.6774,null,null,0.00,1,0,0,null,63,3,2-Seam Fastball,3,2,3,2,2,3,3,2,Standard,Standard,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,866,11
FC,2018-04-30,87,-2.7761,5.5059,Adam Ottavino,595879,493603,null,swinging_strike,14,null,R,R,R,CHC,COL,S,null,null,0,1,2018,0.5077,0.5103,1.4924,1.9976,null,null,null,1,8,Bot,null,null,455104,180501_013934,9.1991,-126.3956,-3.2445,3.4844,26.8145,-26.2424,3.2937,1.4354,null,null,null,86.911,null,6.415,529830,493603,455104,435622,642162,571448,596115,467827,453568,571595,54.0856,null,null,null,null,null,null,null,63,2,Cutter,3,2,3,2,2,3,3,2,Standard,Standard,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,867,12
FC,2018-04-30,87.4,-2.6928,5.6234,Adam Ottavino,595879,493603,null,swinging_strike,3,null,R,R,R,CHC,COL,S,null,null,0,0,2018,0.5572,0.2618,0.6933,2.8542,null,null,null,1,8,Bot,null,null,455104,180501_013912,7.0513,-127.3256,-1.1285,4.8011,24.3294,-29.2562,3.2937,1.4354,null,null,null,88.278,null,6.622,529830,493603,455104,435622,642162,571448,596115,467827,453568,571595,53.8791,null,null,null,null,null,null,null,63,1,Cutter,3,2,3,2,2,3,3,2,Standard,Standard,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,868,13
SL,2018-04-30,82.2,-2.8406,5.4643,Adam Ottavino,546991,493603,strikeout,swinging_strike,14,Albert Almora strikes out swinging.,R,R,R,CHC,COL,S,2,null,1,2,2018,1.0834,-0.123,1.1857,1.8706,null,null,null,0,8,Bot,null,null,455104,180501_013836,7.0269,-119.5783,-1.3502,8.965,23.6109,-33.305,3.2635,1.2745,null,null,null,82.106,2891,6.298,529830,493603,455104,435622,642162,571448,596115,467827,453568,571595,54.2027,null,null,0.00,1,0,0,null,62,5,Slider,3,2,3,2,2,3,3,2,Standard,Standard,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,869,14
FT,2018-04-30,94.5,-2.6934,5.5431,Adam Ottavino,546991,493603,null,foul,6,null,R,R,R,CHC,COL,S,null,null,1,2,2018,-1.4642,0.5451,0.4754,2.1713,null,null,null,0,8,Bot,null,null,455104,180501_013809,11.5986,-137.165,-4.2849,-21.2839,31.7985,-24.4676,3.2635,1.2745,null,null,null,94.672,2468,6.639,529830,493603,455104,435622,642162,571448,596115,467827,453568,571595,53.8619,null,null,null,null,null,null,null,62,4,2-Seam Fastball,3,2,3,2,2,3,3,2,Standard,Standard,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,870,15
FC,2018-04-30,87.6,-2.7672,5.6003,Adam Ottavino,546991,493603,null,ball,14,null,R,R,R,CHC,COL,B,null,null,0,2,2018,0.8121,0.6524,1.9996,2.0757,null,null,null,0,8,Bot,null,null,455104,180501_013750,9.8407,-127.2379,-3.7139,6.8461,25.9813,-24.5091,3.6196,1.6881,null,null,null,87.729,2650,6.462,529830,493603,455104,435622,642162,571448,596115,467827,453568,571595,54.0386,null,null,null,null,null,null,null,62,3,Cutter,3,2,3,2,2,3,3,2,Standard,Standard,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,871,16
FC,2018-04-30,86.9,-2.7254,5.6463,Adam Ottavino,546991,493603,null,swinging_strike,11,null,R,R,R,CHC,COL,S,null,null,0,1,2018,0.8073,0.8376,-0.0665,3.8614,null,null,null,0,8,Bot,null,null,455104,180501_013730,4.7184,-126.4188,0.2319,7.5898,27.3733,-23.5186,3.2635,1.2745,null,null,null,86.739,2780,6.344,529830,493603,455104,435622,642162,571448,596115,467827,453568,571595,54.157,null,null,null,null,null,null,null,62,2,Cutter,3,2,3,2,2,3,3,2,Standard,Standard,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,872,17
SL,2018-04-30,80.5,-3.0842,5.3654,Adam Ottavino,546991,493603,null,foul,3,null,R,R,R,CHC,COL,S,null,null,0,0,2018,1.3172,0.2891,0.3158,2.9507,null,null,null,0,8,Bot,null,null,455104,180501_013707,5.0481,-117.1189,0.8272,11.069,24.05,-29.9109,3.2635,1.2745,null,null,null,80.518,2921,6.511,529830,493603,455104,435622,642162,571448,596115,467827,453568,571595,53.9896,null,null,null,null,null,null,null,62,1,Slider,3,2,3,2,2,3,3,2,Standard,Standard,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,873,18
SL,2018-04-30,87.6,-1.4403,5.9951,Dellin Betances,543807,476454,strikeout,swinging_strike,14,George Springer strikes out swinging.,R,R,R,HOU,NYY,S,2,null,0,2,2018,0.8763,-0.855,1.0162,1.5263,null,null,null,2,7,Bot,null,null,519222,180501_020753,4.1319,-127.5679,-2.9407,8.7869,24.8588,-41.1642,3.5523,1.5025,null,null,null,87.897,2587,6.319,529834,476454,519222,435522,650402,609280,544369,458731,543305,519317,54.1832,null,null,0.00,1,0,0,null,51,4,Slider,2,0,2,0,0,2,2,0,Strategic,Strategic,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,874,1
FF,2018-04-30,98.9,-1.0402,6.4159,Dellin Betances,543807,476454,null,foul,12,null,R,R,R,HOU,NYY,S,null,null,0,2,2018,-0.6205,1.3193,0.8949,3.8671,null,null,null,2,7,Bot,null,null,519222,180501_020733,6.753,-143.9023,-4.6578,-10.1594,30.873,-12.8451,3.5523,1.5025,null,null,null,99.568,2385,6.498,529834,476454,519222,435522,650402,609280,544369,458731,543305,519317,54.0042,null,null,null,null,null,null,null,51,3,4-Seam Fastball,2,0,2,0,0,2,2,0,Strategic,Strategic,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,875,2
FF,2018-04-30,99.4,-1.1495,6.2814,Dellin Betances,543807,476454,null,swinging_strike,6,null,R,R,R,HOU,NYY,S,null,null,0,1,2018,-0.5798,1.2445,0.6352,2.8447,null,null,null,2,7,Bot,null,null,519222,180501_020711,6.2373,-144.5382,-6.9442,-9.491,30.9268,-13.3819,3.5523,1.5025,null,null,null,99.651,2413,6.288,529834,476454,519222,435522,650402,609280,544369,458731,543305,519317,54.2147,null,null,null,null,null,null,null,51,2,4-Seam Fastball,2,0,2,0,0,2,2,0,Strategic,Strategic,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,876,3
FF,2018-04-30,98.6,-1.3724,6.198,Dellin Betances,543807,476454,null,called_strike,8,null,R,R,R,HOU,NYY,S,null,null,0,0,2018,-0.4797,1.2509,0.0802,2.0633,null,null,null,2,7,Bot,null,null,519222,180501_020657,5.067,-143.3962,-8.7366,-7.7395,30.5456,-13.1416,3.7647,1.8062,null,null,null,99.01,2360,6.376,529834,476454,519222,435522,650402,609280,544369,458731,543305,519317,54.1263,null,null,null,null,null,null,null,51,1,4-Seam Fastball,2,0,2,0,0,2,2,0,Strategic,Strategic,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,877,4
FF,2018-04-30,97.6,-1.1896,6.1741,Dellin Betances,594828,476454,field_out,hit_into_play,2,Evan Gattis flies out to center fielder Aaron Hicks.,R,R,R,HOU,NYY,X,8,fly_ball,2,1,2018,-0.4683,1.3375,-0.024,2.7243,null,null,null,1,7,Bot,113.41,77.44,519222,180501_020627,4.2161,-142.1063,-6.9272,-7.2439,28.4626,-12.6951,3.2707,1.4522,290,95.1,47,98.243,2298,6.341,529834,476454,519222,435522,650402,609280,544369,458731,543305,519317,54.1616,0.008,0.009,0.00,1,0,0,3,50,4,4-Seam Fastball,2,0,2,0,0,2,2,0,Standard,Standard,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,878,5
FF,2018-04-30,98.1,-1.3334,6.1722,Dellin Betances,594828,476454,null,swinging_strike,3,null,R,R,R,HOU,NYY,S,null,null,2,0,2018,-0.4405,1.3368,0.7254,3.1706,null,null,null,1,7,Bot,null,null,519222,180501_020601,6.5804,-142.7767,-5.785,-7.3859,28.6261,-12.7951,3.2707,1.4522,null,null,null,98.615,2357,6.283,529834,476454,519222,435522,650402,609280,544369,458731,543305,519317,54.2195,null,null,null,null,null,null,null,50,3,4-Seam Fastball,2,0,2,0,0,2,2,0,Strategic,Standard,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,879,6
KC,2018-04-30,82.4,-1.6656,5.9771,Dellin Betances,594828,476454,null,ball,12,null,R,R,R,HOU,NYY,B,null,null,1,0,2018,0.7517,-0.0924,0.4367,3.6949,null,null,null,1,7,Bot,null,null,519222,180501_020546,3.3184,-119.9499,1.4331,6.5839,21.1484,-33.5283,3.5339,1.7561,null,null,null,82.029,2554,5.824,529834,476454,519222,435522,650402,609280,544369,458731,543305,519317,54.6787,null,null,null,null,null,null,null,50,2,Knuckle Curve,2,0,2,0,0,2,2,0,Standard,Standard,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,880,7
KC,2018-04-30,83.7,-1.53,5.9636,Dellin Betances,594828,476454,null,ball,14,null,R,R,R,HOU,NYY,B,null,null,0,0,2018,0.7925,-0.3128,2.4133,0.4721,null,null,null,1,7,Bot,null,null,519222,180501_020524,7.4573,-121.4672,-5.4956,6.0458,25.3388,-34.2982,3.4529,1.6751,null,null,null,82.2,2723,5.583,529834,476454,519222,435522,650402,609280,544369,458731,543305,519317,54.919,null,null,null,null,null,null,null,50,1,Knuckle Curve,2,0,2,0,0,2,2,0,Standard,Standard,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,881,8
SL,2018-04-30,85.9,-1.4214,6.1041,Dellin Betances,435263,476454,field_out,hit_into_play,5,Brian McCann lines out to center fielder Aaron Hicks.,R,L,R,HOU,NYY,X,8,line_drive,1,2,2018,0.6423,-0.9141,0.2046,2.1786,null,null,null,0,7,Bot,140.80,62.31,519222,180501_020455,2.5527,-125.013,-1.1753,6.1419,26.2484,-41.6632,3.2221,1.5344,378,98.7,21,85.633,2578,6.207,529834,476454,519222,435522,650402,609280,544369,458731,543305,519317,54.2949,0.421,0.594,0.00,1,0,0,5,49,4,Slider,2,0,2,0,0,2,2,0,Infield shift,Standard,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,882,9
KC,2018-04-30,82.2,-1.6747,5.9426,Dellin Betances,435263,476454,null,called_strike,7,null,R,L,R,HOU,NYY,S,null,null,1,1,2018,0.9381,-0.3876,-0.7455,1.8442,null,null,null,0,7,Bot,null,null,519222,180501_020436,0.2784,-119.8151,-2.0246,9.03,23.2428,-35.741,3.2925,1.6863,null,null,null,82.673,2616,6.525,529834,476454,519222,435522,650402,609280,544369,458731,543305,519317,53.9777,null,null,null,null,null,null,null,49,3,Knuckle Curve,2,0,2,0,0,2,2,0,Infield shift,Standard,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,883,10
FF,2018-04-30,95.7,-1.503,6.0484,Dellin Betances,435263,476454,null,called_strike,5,null,R,L,R,HOU,NYY,S,null,null,1,0,2018,-0.65,1.1401,-0.1156,2.457,null,null,null,0,7,Bot,null,null,519222,180501_020422,5.1024,-139.2502,-6.4312,-9.5145,29.266,-16.2246,3.2115,1.5647,null,null,null,95.742,2348,6.176,529834,476454,519222,435522,650402,609280,544369,458731,543305,519317,54.3264,null,null,null,null,null,null,null,49,2,4-Seam Fastball,2,0,2,0,0,2,2,0,Infield shift,Standard,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,884,11
FF,2018-04-30,96.7,-1.5665,6.0891,Dellin Betances,435263,476454,null,ball,13,null,R,L,R,HOU,NYY,B,null,null,0,0,2018,-0.7651,1.1874,-0.2236,1.3965,null,null,null,0,7,Bot,null,null,519222,180501_020408,5.2923,-140.592,-9.6476,-11.2403,28.8891,-14.6377,3.313,1.6458,null,null,null,96.783,2341,6.178,529834,476454,519222,435522,650402,609280,544369,458731,543305,519317,54.3242,null,null,null,null,null,null,null,49,1,4-Seam Fastball,2,0,2,0,0,2,2,0,Infield shift,Standard,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,885,12
FT,2018-05-01,95.5,-2.625,5.5159,Adam Ottavino,519203,493603,field_out,hit_into_play,8,"Anthony Rizzo grounds out, second baseman Daniel Castro to first baseman Ian Desmond.",R,L,R,CHC,COL,X,4,ground_ball,2,2,2018,-1.3354,0.4125,0.1906,1.6907,null,null,null,2,8,Bot,156.19,157.72,547172,180502_021222,10.5036,-138.6801,-5.3735,-19.7789,31.5671,-25.7819,3.4648,1.4959,9,84.6,-11,95.873,2290,6.659,529844,493603,547172,435622,593495,571448,596115,621311,453568,471865,53.8415,0.124,0.100,0.00,1,0,0,2,57,7,2-Seam Fastball,1,3,1,3,3,1,1,3,Infield shift,Standard,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,900,1
CH,2018-05-01,89.9,-2.7484,5.5461,Adam Ottavino,519203,493603,null,ball,11,null,R,L,R,CHC,COL,B,null,null,1,2,2018,-0.6141,0.5519,-2.6101,2.6368,null,null,null,2,8,Bot,null,null,547172,180502_021201,1.6689,-131.0484,-2.4587,-7.4931,27.324,-25.4387,3.3745,1.4959,null,null,null,90.631,1921,6.609,529844,493603,547172,435622,593495,571448,596115,621311,453568,471865,53.8915,null,null,null,null,null,null,null,57,6,Changeup,1,3,1,3,3,1,1,3,Infield shift,Standard,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,901,2
FF,2018-05-01,96.5,-2.6434,5.6371,Adam Ottavino,519203,493603,null,foul,5,null,R,L,R,CHC,COL,S,null,null,1,2,2018,-0.7586,1.1595,-0.1358,2.4066,null,null,null,2,8,Bot,null,null,547172,180502_021135,8.4691,-140.4025,-5.7586,-11.9772,29.683,-15.573,3.4648,1.4959,301,87.9,36,97.384,2400,6.651,529844,493603,547172,435622,593495,571448,596115,621311,453568,471865,53.8495,null,null,null,null,null,null,null,57,5,4-Seam Fastball,1,3,1,3,3,1,1,3,Infield shift,Standard,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,902,3
FT,2018-05-01,94.8,-2.6615,5.4659,Adam Ottavino,519203,493603,null,foul,1,null,R,L,R,CHC,COL,S,null,null,1,2,2018,-1.3552,0.5887,-0.4715,3.1554,null,null,null,2,8,Bot,null,null,547172,180502_021106,8.8454,-137.9079,-1.7337,-19.4168,29.0939,-24.3725,3.4648,1.4959,246,77.5,35,95.634,2323,6.673,529844,493603,547172,435622,593495,571448,596115,621311,453568,471865,53.828,null,null,null,null,null,null,null,57,4,2-Seam Fastball,1,3,1,3,3,1,1,3,Infield shift,Standard,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,903,4
SL,2018-05-01,81.9,-3.0538,5.3634,Adam Ottavino,519203,493603,null,swinging_strike,14,null,R,L,R,CHC,COL,S,null,null,1,1,2018,1.534,0.2268,1.2223,1.9022,null,null,null,2,8,Bot,null,null,547172,180502_021038,6.6819,-118.9687,-1.5646,12.887,26.4599,-29.9517,3.4648,1.4959,null,null,null,81.268,2904,6.323,529844,493603,547172,435622,593495,571448,596115,621311,453568,471865,54.1775,null,null,null,null,null,null,null,57,3,Slider,1,3,1,3,3,1,1,3,Infield shift,Standard,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,904,5
SL,2018-05-01,83.4,-2.8402,5.5566,Adam Ottavino,519203,493603,null,ball,11,null,R,L,R,CHC,COL,B,null,null,0,1,2018,0.6163,0.1876,-1.7108,2.6388,null,null,null,2,8,Bot,null,null,547172,180502_021019,1.3901,-121.5085,-0.6817,5.862,22.6239,-30.3889,3.4648,1.4959,null,null,null,83.726,2624,6.327,529844,493603,547172,435622,593495,571448,596115,621311,453568,471865,54.1738,null,null,null,null,null,null,null,57,2,Slider,1,3,1,3,3,1,1,3,Infield shift,Standard,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,905,6
FT,2018-05-01,95.2,-2.7015,5.5058,Adam Ottavino,519203,493603,null,called_strike,9,null,R,L,R,CHC,COL,S,null,null,0,0,2018,-1.4567,0.6381,0.6318,1.8269,null,null,null,2,8,Bot,null,null,547172,180502_021001,12.0684,-138.0259,-5.4195,-21.462,30.8708,-22.946,3.3293,1.5411,null,null,null,95.353,2290,6.591,529844,493603,547172,435622,593495,571448,596115,621311,453568,471865,53.9096,null,null,null,null,null,null,null,57,1,2-Seam Fastball,1,3,1,3,3,1,1,3,Infield shift,Standard,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,906,7
SL,2018-05-01,81.9,-3.1403,5.406,Adam Ottavino,600303,493603,field_out,hit_into_play,4,"Tommy La Stella grounds out softly, first baseman Ian Desmond to pitcher Adam Ottavino.",R,L,R,CHC,COL,X,3,ground_ball,3,2,2018,1.3649,-0.2791,-0.6647,2.177,null,null,null,1,8,Bot,144.68,174.68,547172,180502_020857,2.965,-119.2976,-0.1786,12.3308,24.0023,-35.0131,3.1631,1.3049,null,82.9,-21,81.729,2924,6.223,529844,493603,547172,435622,593495,571448,596115,621311,453568,471865,54.2775,0.066,0.060,0.00,1,0,0,2,56,6,Slider,1,3,1,3,3,1,1,3,Standard,Standard,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,907,8
SL,2018-05-01,80.5,-3.1634,5.3526,Adam Ottavino,600303,493603,null,called_strike,3,null,R,L,R,CHC,COL,S,null,null,3,1,2018,1.5816,0.1274,0.6106,3.1089,null,null,null,1,8,Bot,null,null,547172,180502_020833,5.379,-117.2088,1.4691,13.6818,22.5613,-31.4725,3.5546,1.6313,null,null,null,81.049,2933,6.674,529844,493603,547172,435622,593495,571448,596115,621311,453568,471865,53.8271,null,null,null,null,null,null,null,56,5,Slider,1,3,1,3,3,1,1,3,Standard,Standard,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,908,9
FT,2018-05-01,93.4,-2.9671,5.4628,Adam Ottavino,600303,493603,null,ball,11,null,R,L,R,CHC,COL,B,null,null,2,1,2018,-1.283,0.5196,-1.3276,3.233,null,null,null,1,8,Bot,null,null,547172,180502_020816,7.0903,-135.8621,-1.1498,-17.526,29.1212,-25.6461,3.7252,1.5308,null,null,null,93.847,2347,6.525,529844,493603,547172,435622,593495,571448,596115,621311,453568,471865,53.976,null,null,null,null,null,null,null,56,4,2-Seam Fastball,1,3,1,3,3,1,1,3,Standard,Standard,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,909,10
SL,2018-05-01,80.7,-3.152,5.3507,Adam Ottavino,600303,493603,null,called_strike,4,null,R,L,R,CHC,COL,S,null,null,2,0,2018,1.4664,0.0686,-0.6531,2.2669,null,null,null,1,8,Bot,null,null,547172,180502_020800,2.7688,-117.5272,-0.3058,13.0108,23.6108,-31.7002,3.5888,1.485,null,null,null,80.79,2864,6.443,529844,493603,547172,435622,593495,571448,596115,621311,453568,471865,54.058,null,null,null,null,null,null,null,56,3,Slider,1,3,1,3,3,1,1,3,Standard,Standard,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,910,11
SL,2018-05-01,83.2,-3.1115,5.4584,Adam Ottavino,600303,493603,null,ball,3,null,R,L,R,CHC,COL,B,null,null,1,0,2018,1.22,0.4129,0.8055,3.405,null,null,null,1,8,Bot,null,null,547172,180502_020739,6.5869,-121.0324,0.9621,10.5264,24.3295,-28.5921,3.5925,1.6095,null,null,null,82.764,2836,6.084,529844,493603,547172,435622,593495,571448,596115,621311,453568,471865,54.4165,null,null,null,null,null,null,null,56,2,Slider,1,3,1,3,3,1,1,3,Standard,Standard,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,911,12
SL,2018-05-01,82.4,-3.2205,5.4814,Adam Ottavino,600303,493603,null,ball,14,null,R,L,R,CHC,COL,B,null,null,0,0,2018,1.4306,0.1411,1.1705,0.7797,null,null,null,1,8,Bot,null,null,547172,180502_020722,7.1883,-119.7757,-4.3627,12.1365,24.6914,-30.1698,3.8127,1.5284,null,null,null,81.928,2848,6.185,529844,493603,547172,435622,593495,571448,596115,621311,453568,471865,54.3161,null,null,null,null,null,null,null,56,1,Slider,1,3,1,3,3,1,1,3,Standard,Standard,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,912,13
FT,2018-05-01,94.9,-2.8012,5.5478,Adam Ottavino,664023,493603,strikeout,swinging_strike,4,Ian Happ strikes out swinging.,R,L,R,CHC,COL,S,2,null,1,2,2018,-1.3338,0.5972,-0.3704,2.2474,null,null,null,0,8,Bot,null,null,547172,180502_020650,9.5235,-138.008,-4.4121,-19.4788,28.8148,-23.594,3.5312,1.3099,null,null,null,96.256,2387,6.964,529844,493603,547172,435622,593495,571448,596115,621311,453568,471865,53.5373,null,null,0.00,1,0,0,null,55,4,2-Seam Fastball,1,3,1,3,3,1,1,3,Standard,Standard,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,913,14
FT,2018-05-01,95.8,-2.5121000000000002,5.5835,Adam Ottavino,664023,493603,null,ball,1,null,R,L,R,CHC,COL,B,null,null,0,2,2018,-1.4118,0.5683,-0.2827,3.6056,null,null,null,0,8,Bot,null,null,547172,180502_020632,9.2679,-139.4773,-0.9727,-20.8643,29.4594,-24.5304,3.5312,1.4455,null,null,null,97.275,2421,6.962,529844,493603,547172,435622,593495,571448,596115,621311,453568,471865,53.5385,null,null,null,null,null,null,null,55,3,2-Seam Fastball,1,3,1,3,3,1,1,3,Standard,Standard,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,914,15
SL,2018-05-01,82.5,-3.1189,5.4613,Adam Ottavino,664023,493603,null,foul,6,null,R,L,R,CHC,COL,S,null,null,0,1,2018,1.352,0.0592,0.5469,2.0812,null,null,null,0,8,Bot,null,null,547172,180502_020610,5.7056,-119.9339,-1.2366,11.751,24.5923,-31.5905,3.5312,1.3099,197,100.2,14,82.093,2898,6.207,529844,493603,547172,435622,593495,571448,596115,621311,453568,471865,54.2935,null,null,null,null,null,null,null,55,2,Slider,1,3,1,3,3,1,1,3,Standard,Standard,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,915,16
SL,2018-05-01,81.2,-3.2632,5.3753,Adam Ottavino,664023,493603,null,called_strike,4,null,R,L,R,CHC,COL,S,null,null,0,0,2018,1.4619,-0.0093,-0.4446,2.2633,null,null,null,0,8,Bot,null,null,547172,180502_020551,3.5161,-118.2401,-0.3012,12.9287,23.9417,-32.4284,3.4409,1.3099,null,null,null,81.125,2873,6.342,529844,493603,547172,435622,593495,571448,596115,621311,453568,471865,54.1588,null,null,null,null,null,null,null,55,1,Slider,1,3,1,3,3,1,1,3,Standard,Standard,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,916,17
SI,2018-05-01,99.7,0.7641,6.1917,Aroldis Chapman,503556,547973,strikeout,swinging_strike,12,Marwin Gonzalez strikes out swinging.,R,R,L,HOU,NYY,S,2,null,1,2,2018,1.2696,1.3908,1.6445,3.6646,null,null,null,2,9,Bot,null,null,596142,180502_030846,-0.5693,-145.0444,-4.7611,17.8862,38.5004,-11.7239,3.5462,1.3626,null,null,null,99.241,2571,6.358,529848,547973,596142,592122,650402,609280,544369,458731,543305,592450,54.1443,null,null,0.00,1,0,0,null,68,4,Sinker,0,4,0,4,4,0,0,4,Strategic,Standard,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,886,1
