pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,fielder_2,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher_1,fielder_2_1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,four_seam,curve_ball,cutter,unnamed_pitch,sinker,slider,changeup,two_seam,split_finger,knuckle_curve,forkball,eephus,pitch_out,screwball,knuckle_ball,strike,up_zone,mid_zone,down_zone,hit,swinging_strike,chapman,betances,britton,green,ottavino,id,pitch_count
FF,2018-07-21,96.7,0.722,5.9724,Aroldis Chapman,408314,547973,null,ball,11,null,R,R,L,NYY,NYM,B,null,null,1,0,2018,0.173,1.4686,-1.2713,2.5714,608700,642708,571841,0,9,Top,null,null,519222,180721_200227,-5.7573,-140.467,-6.8211,3.8869,39.1498,-11.1353,3.1739,1.511,null,null,null,96.452,2346,6.774,530883,547973,519222,595885,592273,609280,544369,519317,543305,592450,53.7244,null,null,null,null,null,null,null,73,2,4-Seam Fastball,7,3,3,7,3,7,3,7,Standard,Standard,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3157,6
SL,2018-07-21,85.6,0.4149,6.0622,Aroldis Chapman,408314,547973,null,blocked_ball,13,null,R,R,L,NYY,NYM,B,null,null,0,0,2018,-0.8452,-0.4633,-0.5196,0.6547,608700,642708,571841,0,9,Top,null,null,519222,180721_200206,-0.486,-124.4965,-5.4627,-8.6352,28.7607,-35.9419,3.1739,1.511,null,null,null,85.431,2464,6.552,530883,547973,519222,595885,592273,609280,544369,519317,543305,592450,53.9461,null,null,null,null,null,null,null,73,1,Slider,7,3,3,7,3,7,3,7,Standard,Standard,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3158,7
FF,2018-07-21,96.9,0.6662,6.134,Aroldis Chapman,571841,547973,walk,ball,12,Ty Kelly walks.   Kevin Plawecki to 3rd.    Amed Rosario to 2nd.,R,R,L,NYY,NYM,B,null,null,3,0,2018,0.2309,1.5189,1.6574,4.3158,null,608700,642708,0,9,Top,null,null,519222,180721_200109,2.1259,-141.0067,-2.7551,2.5255,36.1306,-11.4987,3.1739,1.511,null,null,null,96.848,2426,6.547,530883,547973,519222,595885,592273,609280,544369,519317,543305,592450,53.951,null,null,0.70,1,0,0,null,72,4,4-Seam Fastball,7,3,3,7,3,7,3,7,Standard,Standard,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3159,8
FF,2018-07-21,95.4,0.6594,6.0712,Aroldis Chapman,571841,547973,null,ball,12,null,R,R,L,NYY,NYM,B,null,null,2,0,2018,0.2573,1.5859,1.0934,3.1154,null,608700,642708,0,9,Top,null,null,519222,180721_200046,0.5599,-138.8553,-5.7203,3.1886,34.5415,-10.4602,3.4154,1.5762,null,null,null,95.528,2353,6.601,530883,547973,519222,595885,592273,609280,544369,519317,543305,592450,53.8968,null,null,null,null,null,null,null,72,3,4-Seam Fastball,7,3,3,7,3,7,3,7,Standard,Standard,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3160,9
FF,2018-07-21,96.9,0.6501,5.8731,Aroldis Chapman,571841,547973,null,ball,14,null,R,R,L,NYY,NYM,B,null,null,1,0,2018,0.346,1.4741,0.4844,1.1464,null,608700,642708,0,9,Top,null,null,519222,180721_200028,-1.2524,-140.9033,-10.5346,4.9457,33.3278,-10.0767,3.4154,1.5762,null,null,null,97.394,2457,6.7,530883,547973,519222,595885,592273,609280,544369,519317,543305,592450,53.7977,null,null,null,null,null,null,null,72,2,4-Seam Fastball,7,3,3,7,3,7,3,7,Standard,Standard,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3161,10
FF,2018-07-21,97.6,0.8879,6.1115,Aroldis Chapman,571841,547973,null,ball,12,null,R,R,L,NYY,NYM,B,null,null,0,0,2018,0.302,1.7304,1.7584,3.5505,null,608700,642708,0,9,Top,null,null,519222,180721_200009,1.6469,-141.9527,-5.2831,3.5626,40.2168,-7.8472,3.4154,1.5762,null,null,null,96.965,2512,6.502,530883,547973,519222,595885,592273,609280,544369,519317,543305,592450,53.9964,null,null,null,null,null,null,null,72,1,4-Seam Fastball,7,3,3,7,3,7,3,7,Standard,Standard,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3162,11
FF,2018-07-21,97,0.6952,6.0547,Aroldis Chapman,642708,547973,single,hit_into_play_no_out,2,"Amed Rosario singles on a ground ball to shortstop Didi Gregorius, deflected by third baseman Miguel Andujar.   Kevin Plawecki to 2nd.",R,R,L,NYY,NYM,X,5,ground_ball,1,0,2018,0.0146,1.4106,0.0064,3.3477,null,null,608700,0,9,Top,113.88,173.56,519222,180721_195923,-1.8886,-141.3737,-5.0113,0.6183,31.5259,-12.1652,3.4645,1.6213,3,70.1,-46,97.747,2563,6.574,530883,547973,519222,595885,592273,609280,544369,519317,543305,592450,53.924,0.121,0.116,0.90,1,1,0,2,71,2,4-Seam Fastball,7,3,3,7,3,7,3,7,Standard,Standard,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,3163,12
FF,2018-07-21,98.2,0.8039,6.0175,Aroldis Chapman,642708,547973,null,ball,12,null,R,R,L,NYY,NYM,B,null,null,0,0,2018,0.0173,1.4973,1.146,4.1898,null,null,608700,0,9,Top,null,null,519222,180721_195851,0.8933,-143.0279,-2.9805,0.0148,35.7651,-10.972,3.5116,1.6303,null,null,null,98.699,2457,6.708,530883,547973,519222,595885,592273,609280,544369,519317,543305,592450,53.7905,null,null,null,null,null,null,null,71,1,4-Seam Fastball,7,3,3,7,3,7,3,7,Standard,Standard,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3164,13
FF,2018-07-21,97.5,0.7036,6.1819,Aroldis Chapman,608700,547973,walk,ball,12,Kevin Plawecki walks.,R,R,L,NYY,NYM,B,null,null,3,2,2018,-0.1258,1.3366,1.2579,3.1989,null,null,null,0,9,Top,null,null,519222,180721_195817,1.7931,-142.0624,-5.6616,-2.123,32.0597,-12.8365,3.5116,1.6303,null,null,null,98.207,2443,6.58,530883,547973,519222,595885,592273,609280,544369,519317,543305,592450,53.9179,null,null,0.70,1,0,0,null,70,6,4-Seam Fastball,7,3,3,7,3,7,3,7,Strategic,Standard,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3165,14
FF,2018-07-21,98.6,0.5883,6.0286,Aroldis Chapman,608700,547973,null,ball,13,null,R,R,L,NYY,NYM,B,null,null,2,2,2018,0.0564,1.5005,-0.847,0.7304,null,null,null,0,9,Top,null,null,519222,180721_195755,-4.0523,-143.0339,-12.4443,1.8197,36.811,-8.5404,3.5747,1.6113,null,null,null,98.539,2608,6.689,530883,547973,519222,595885,592273,609280,544369,519317,543305,592450,53.8092,null,null,null,null,null,null,null,70,5,4-Seam Fastball,7,3,3,7,3,7,3,7,Strategic,Standard,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3166,15
SL,2018-07-21,85.2,0.4087,6.2953,Aroldis Chapman,608700,547973,null,ball,12,null,R,R,L,NYY,NYM,B,null,null,1,2,2018,-1.1184,0.1331,0.8412,3.2843,null,null,null,0,9,Top,null,null,519222,180721_195735,3.2422,-124.0398,-1.0174,-12.1161,25.6223,-30.8321,3.5747,1.6113,null,null,null,84.962,2456,6.18,530883,547973,519222,595885,592273,609280,544369,519317,543305,592450,54.3179,null,null,null,null,null,null,null,70,4,Slider,7,3,3,7,3,7,3,7,Standard,Standard,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3167,16
FF,2018-07-21,97,0.6788,6.1443,Aroldis Chapman,608700,547973,null,called_strike,7,null,R,R,L,NYY,NYM,S,null,null,1,1,2018,0.1793,1.6849,-0.6864,1.8909,null,null,null,0,9,Top,null,null,519222,180721_195712,-4.1049,-140.9439,-9.7276,3.5047,38.1485,-7.2711,3.5747,1.6113,null,null,null,97.046,2481,6.833,530883,547973,519222,595885,592273,609280,544369,519317,543305,592450,53.6651,null,null,null,null,null,null,null,70,3,4-Seam Fastball,7,3,3,7,3,7,3,7,Strategic,Standard,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,3168,17
FF,2018-07-21,97.4,0.7835,6.1213,Aroldis Chapman,608700,547973,null,called_strike,8,null,R,R,L,NYY,NYM,S,null,null,1,0,2018,0.6779,1.6394,0.2189,1.9383,null,null,null,0,9,Top,null,null,519222,180721_195653,-3.0988,-141.3717,-9.3962,9.8684,39.4416,-8.0277,3.5747,1.6113,null,null,null,96.758,2552,6.578,530883,547973,519222,595885,592273,609280,544369,519317,543305,592450,53.9196,null,null,null,null,null,null,null,70,2,4-Seam Fastball,7,3,3,7,3,7,3,7,Strategic,Standard,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,3169,18
FF,2018-07-21,97.1,0.8644,6.132,Aroldis Chapman,608700,547973,null,ball,13,null,R,R,L,NYY,NYM,B,null,null,0,0,2018,0.3202,1.6008,-0.6223,1.3353,null,null,null,0,9,Top,null,null,519222,180721_195637,-4.7207,-140.9304,-10.8897,5.4705,36.8974,-8.3921,3.5747,1.6113,null,null,null,96.566,2527,6.474,530883,547973,519222,595885,592273,609280,544369,519317,543305,592450,54.0244,null,null,null,null,null,null,null,70,1,4-Seam Fastball,7,3,3,7,3,7,3,7,Strategic,Standard,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3170,19
KC,2018-07-21,84.9,-1.813,5.926,Dellin Betances,430832,476454,strikeout,swinging_strike,14,Jose Bautista strikes out swinging.,R,R,R,NYY,NYM,S,2,null,3,2,2018,0.4686,0.1432,1.3796,1.7434,null,null,null,2,8,Top,null,null,519222,180721_194117,6.5025,-123.3902,-3.6618,3.3154,26.3665,-30.2032,3.4136,1.5746,null,null,null,84.123,2390,6.014,530883,476454,519222,595885,592273,609280,544369,519317,543305,592450,54.4837,null,null,0.00,1,0,0,null,64,7,Knuckle Curve,6,3,3,6,3,6,3,6,Strategic,Standard,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,3179,1
FF,2018-07-21,98.6,-1.5548,6.1309,Dellin Betances,430832,476454,null,ball,14,null,R,R,R,NYY,NYM,B,null,null,2,2,2018,-0.076,1.4915,3.411,2.4413,null,null,null,2,8,Top,null,null,519222,180721_194056,13.6961,-142.8058,-7.9931,-4.4887,35.9317,-9.9333,3.563,1.6798,null,null,null,98.352,2460,6.619,530883,476454,519222,595885,592273,609280,544369,519317,543305,592450,53.8796,null,null,null,null,null,null,null,64,6,4-Seam Fastball,6,3,3,6,3,6,3,6,Strategic,Standard,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3182,2
FF,2018-07-21,99.1,-1.5174,6.2425,Dellin Betances,430832,476454,null,ball,14,null,R,R,R,NYY,NYM,B,null,null,1,2,2018,-0.6125,1.457,1.2527,1.9459,null,null,null,2,8,Top,null,null,519222,180721_194036,9.0193,-143.7293,-9.7042,-10.6675,34.1237,-9.7992,3.563,1.6798,null,null,null,99.114,2453,6.533,530883,476454,519222,595885,592273,609280,544369,519317,543305,592450,53.9649,null,null,null,null,null,null,null,64,5,4-Seam Fastball,6,3,3,6,3,6,3,6,Strategic,Standard,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3185,3
SL,2018-07-21,84.7,-1.6251,6.1153,Dellin Betances,430832,476454,null,ball,11,null,R,R,R,NYY,NYM,B,null,null,0,2,2018,1.1408,-0.9544,-0.9748,3.3709,null,null,null,2,8,Top,null,null,519222,180721_194016,-0.7254,-123.0832,1.9219,11.4617,28.5589,-42.3429,3.5612,1.6782,null,null,null,83.504,2540,5.96,530883,476454,519222,595885,592273,609280,544369,519317,543305,592450,54.5378,null,null,null,null,null,null,null,64,4,Slider,6,3,3,6,3,6,3,6,Standard,Standard,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3190,4
SL,2018-07-21,87.2,-1.6432,6.1475,Dellin Betances,430832,476454,null,foul,6,null,R,R,R,NYY,NYM,S,null,null,0,2,2018,0.8665,-0.8759,0.5398,2.2745,null,null,null,2,8,Top,null,null,519222,180721_193956,3.4708,-126.9092,-1.3498000000000001,8.4389,27.104,-41.4148,3.5621,1.679,165,66.4,25,86.42,2695,5.879,530883,476454,519222,595885,592273,609280,544369,519317,543305,592450,54.6188,null,null,null,null,null,null,null,64,3,Slider,6,3,3,6,3,6,3,6,Strategic,Standard,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,3191,5
FF,2018-07-21,98.4,-1.3027,6.1805,Dellin Betances,430832,476454,null,foul,2,null,R,R,R,NYY,NYM,S,null,null,0,1,2018,-0.5847,1.1916,-0.0748,3.5874,null,null,null,2,8,Top,null,null,519222,180721_193934,4.7356,-143.2865,-4.4265,-9.2086,31.6534,-14.7511,3.5621,1.679,null,null,null,99.292,2389,6.647,530883,476454,519222,595885,592273,609280,544369,519317,543305,592450,53.8508,null,null,null,null,null,null,null,64,2,4-Seam Fastball,6,3,3,6,3,6,3,6,Strategic,Strategic,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,3194,6
FF,2018-07-21,98.1,-1.6678,6.1439,Dellin Betances,430832,476454,null,called_strike,1,null,R,R,R,NYY,NYM,S,null,null,0,0,2018,-0.67490000000000006,1.4679,-0.382,3.0639,null,null,null,2,8,Top,null,null,519222,180721_193917,5.1002,-142.6998,-6.3246,-10.5256,33.671,-10.6054,3.5621,1.679,null,null,null,98.75,2363,6.728,530883,476454,519222,595885,592273,609280,544369,519317,543305,592450,53.7701,null,null,null,null,null,null,null,64,1,4-Seam Fastball,6,3,3,6,3,6,3,6,Standard,Strategic,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,3197,7
SL,2018-07-21,86.7,-1.7911,6.0708,Dellin Betances,624424,476454,strikeout,called_strike,5,Michael Conforto called out on strikes.,R,L,R,NYY,NYM,S,2,null,0,2,2018,0.7071,-0.7609,0.0749,2.4642,null,null,null,1,8,Top,null,null,519222,180721_193848,3.0132,-126.1059,-0.7701,6.6956,29.7941,-40.2221,3.5621,1.679,null,null,null,85.919,2622,6.181,530883,476454,519222,595885,592273,609280,544369,519317,543305,592450,54.3174,null,null,0.00,1,0,0,null,63,3,Slider,6,3,3,6,3,6,3,6,Infield shift,Standard,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,3200,8
FF,2018-07-21,97.8,-1.8023,6.1732,Dellin Betances,624424,476454,null,foul,3,null,R,L,R,NYY,NYM,S,null,null,0,1,2018,-0.8073,1.6805,0.8271,2.8698,null,null,null,1,8,Top,null,null,519222,180721_193805,8.928,-141.8736,-7.118,-13.1966,39.6091,-8.1691,3.4619,1.5588,null,null,null,96.653,2451,6.313,530883,476454,519222,595885,592273,609280,544369,519317,543305,592450,54.1856,null,null,null,null,null,null,null,63,2,4-Seam Fastball,6,3,3,6,3,6,3,6,Standard,Standard,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,3203,9
KC,2018-07-21,83,-2.0785,5.9521,Dellin Betances,624424,476454,null,called_strike,7,null,R,L,R,NYY,NYM,S,null,null,0,0,2018,0.7023,0.2733,-0.5656,1.8829,null,null,null,1,8,Top,null,null,519222,180721_193750,2.097,-120.7426,-3.3099,6.2864,24.0404,-29.1602,3.4619,1.5588,null,null,null,82.023,null,5.697,530883,476454,519222,595885,592273,609280,544369,519317,543305,592450,54.8009,null,null,null,null,null,null,null,63,1,Knuckle Curve,6,3,3,6,3,6,3,6,Standard,Standard,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,3205,10
FF,2018-07-21,97.3,-1.9193,6.115,Dellin Betances,527038,476454,field_out,hit_into_play,4,Wilmer Flores flies out to right fielder Aaron Judge.,R,R,R,NYY,NYM,X,9,fly_ball,2,1,2018,-0.587,1.4473,-0.7702,2.3999,null,null,null,0,8,Top,179.41,78.57,519222,180721_193723,4.4018,-141.4787,-7.715,-8.82,31.4021,-11.3444,3.4619,1.5588,299,89.9,40,97.089,2376,6.149,530883,476454,519222,595885,592273,609280,544369,519317,543305,592450,54.3487,0.013,0.016,0.00,1,0,0,3,62,4,4-Seam Fastball,6,3,3,6,3,6,3,6,Strategic,Standard,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3207,11
FF,2018-07-21,97.3,-1.7978,6.1253,Dellin Betances,527038,476454,null,ball,9,null,R,R,R,NYY,NYM,B,null,null,1,1,2018,-0.5226,1.6019,0.7302,1.5676,null,null,null,0,8,Top,null,null,519222,180721_193659,7.9296,-141.0205,-10.1847,-8.9222,36.6173,-8.7466,3.5821,1.5788,null,null,null,96.204,2386,6.206,530883,476454,519222,595885,592273,609280,544369,519317,543305,592450,54.2923,null,null,null,null,null,null,null,62,3,4-Seam Fastball,6,3,3,6,3,6,3,6,Strategic,Standard,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3210,12
KC,2018-07-21,83.1,-1.8713,6.0165,Dellin Betances,527038,476454,null,ball,14,null,R,R,R,NYY,NYM,B,null,null,0,1,2018,1.0205,0.1097,1.432,2.3575,null,null,null,0,8,Top,null,null,519222,180721_193644,5.5413,-120.7198,-1.9764,8.3761,27.5693,-30.9751,3.5821,1.5788,null,null,null,81.559,2519,5.735,530883,476454,519222,595885,592273,609280,544369,519317,543305,592450,54.7629,null,null,null,null,null,null,null,62,2,Knuckle Curve,6,3,3,6,3,6,3,6,Standard,Standard,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3211,13
FF,2018-07-21,95.8,-1.7391,6.1325,Dellin Betances,527038,476454,null,foul,4,null,R,R,R,NYY,NYM,S,null,null,0,0,2018,-0.8264,1.5232,-0.3406,2.424,null,null,null,0,8,Top,null,null,519222,180721_193632,5.5669,-139.1885,-7.5666,-12.0487,34.2563,-10.8634,3.5821,1.5788,177,76.5,66,95.46,2274,6.397,530883,476454,519222,595885,592273,609280,544369,519317,543305,592450,54.1015,null,null,null,null,null,null,null,62,1,4-Seam Fastball,6,3,3,6,3,6,3,6,Strategic,Standard,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,3212,14
SI,2018-08-13,95.8,0.4931,6.5553,Zach Britton,430832,502154,force_out,hit_into_play,6,"Jose Bautista grounds into a force out, shortstop Didi Gregorius to second baseman Gleyber Torres.   Austin Jackson out at 2nd.",R,R,L,NYY,NYM,X,6,ground_ball,0,0,2018,0.9745,0.6384,0.5272,2.5398,643446,453943,457706,2,9,Top,111.85,158.32,519222,180814_021758,-2.0321,-139.3961,-6.4051,12.9453,27.3834,-22.9129,3.3123,1.6028,17,105.3,-7,95.313,2006,5.728,530898,502154,519222,595885,650402,609280,544369,458731,543305,435522,54.77,0.360,0.312,0.00,1,0,0,2,79,1,Sinker,5,8,8,5,8,5,8,5,Standard,Standard,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3868,1
SL,2018-08-13,81.7,0.8529,6.2563,Zach Britton,457706,502154,single,hit_into_play_no_out,8,Austin Jackson singles on a ground ball to shortstop Didi Gregorius.   Jeff McNeil to 3rd.    Todd Frazier to 2nd.,R,R,L,NYY,NYM,X,6,ground_ball,1,2,2018,-0.9318,-0.4332,-0.1323,1.7162,null,643446,453943,2,9,Top,100.16,159.84,519222,180814_021709,-0.4848,-118.8949,-2.8141,-8.442,22.6516,-35.8707,3.3583,1.5567,18,97.0,-6,80.328,2425,5.326,530898,502154,519222,595885,650402,609280,544369,458731,543305,435522,55.1724,0.266,0.261,0.90,1,1,0,2,78,4,Slider,5,8,8,5,8,5,8,5,Standard,Standard,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,3869,2
SI,2018-08-13,94.9,0.5366,6.5265,Zach Britton,457706,502154,null,foul,8,null,R,R,L,NYY,NYM,S,null,null,1,1,2018,0.7933,0.5929,0.0869,1.7245,null,643446,453943,2,9,Top,null,null,519222,180814_021632,-2.9179,-138.0194,-8.2218,10.7053,27.9087,-23.1589,3.4043,1.6719,null,null,null,94.865,2154,6.093,530898,502154,519222,595885,650402,609280,544369,458731,543305,435522,54.4052,null,null,null,null,null,null,null,78,3,Sinker,5,8,8,5,8,5,8,5,Standard,Standard,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,3870,3
SI,2018-08-13,94.8,0.535,6.4618,Zach Britton,457706,502154,null,ball,14,null,R,R,L,NYY,NYM,B,null,null,0,1,2018,0.5294,0.4265,0.7129,1.0086,null,643446,453943,2,9,Top,null,null,519222,180814_021611,-0.697,-137.9243,-9.5421,6.8778,26.7633,-25.0919,3.4273,1.6258,null,null,null,94.819,1982,6.025,530898,502154,519222,595885,650402,609280,544369,458731,543305,435522,54.4733,null,null,null,null,null,null,null,78,2,Sinker,5,8,8,5,8,5,8,5,Standard,Standard,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3871,4
SI,2018-08-13,95.4,0.5004,6.5368,Zach Britton,457706,502154,null,called_strike,9,null,R,R,L,NYY,NYM,S,null,null,0,0,2018,0.8055,0.6092,0.7368,2.0803,null,643446,453943,2,9,Top,null,null,519222,180814_021547,-1.1622,-138.8092,-7.4625,10.6191,28.0414,-23.0189,3.4503,1.6719,null,null,null,95.391,2082,6.07,530898,502154,519222,595885,650402,609280,544369,458731,543305,435522,54.428,null,null,null,null,null,null,null,78,1,Sinker,5,8,8,5,8,5,8,5,Standard,Standard,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,3872,5
SI,2018-08-13,94.8,0.3371,6.5635,Zach Britton,453943,502154,single,hit_into_play_no_out,5,Todd Frazier singles on a sharp ground ball to left fielder Brett Gardner.   Jeff McNeil to 2nd.,R,R,L,NYY,NYM,X,7,ground_ball,1,0,2018,0.7363,0.6652,0.0205,2.4085,null,null,643446,2,9,Top,92.04,115.14,519222,180814_021450,-2.4277,-137.9444,-6.6535,9.816,28.2293,-22.6103,3.2434,1.5336,138,107.7,6,94.5,2137,5.935,530898,502154,519222,595885,650402,609280,544369,458731,543305,435522,54.5629,0.695,0.658,0.90,1,1,0,4,77,2,Sinker,5,8,8,5,8,5,8,5,Standard,Standard,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,3873,6
SI,2018-08-13,94.8,0.2538,6.5514,Zach Britton,453943,502154,null,ball,11,null,R,R,L,NYY,NYM,B,null,null,0,0,2018,0.8103,0.5227,-0.4033,4.1036,null,null,643446,2,9,Top,null,null,519222,180814_021424,-3.4338,-138.0786,-1.9166,10.8662,27.4599,-25.4497,3.2664,1.5106,null,null,null,94.153,2006,5.618,530898,502154,519222,595885,650402,609280,544369,458731,543305,435522,54.88,null,null,null,null,null,null,null,77,1,Sinker,5,8,8,5,8,5,8,5,Standard,Standard,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3874,7
SI,2018-08-13,95.7,0.3883,6.5307,Zach Britton,643446,502154,force_out,hit_into_play_score,4,"Mets challenged (force play), call on the field was upheld: Jeff McNeil grounds into a force out, shortstop Didi Gregorius to second baseman Gleyber Torres.   Michael Conforto scores.    Wilmer Flores out at 2nd.  Jeff McNeil advances to 1st, on a missed catch error by second baseman Gleyber Torres.",R,L,L,NYY,NYM,X,4,ground_ball,0,0,2018,0.9734,0.6355,-0.6403,2.5348,null,624424,527038,1,9,Top,112.86,154.25,519222,180814_021233,-4.7637,-139.1152,-6.2584,13.3372,28.6517,-23.0545,3.3583,1.6258,14,95.7,-9,94.611,2050,5.526,530898,502154,519222,595885,650402,609280,544369,458731,543305,435522,54.9718,0.208,0.184,0.00,1,0,0,2,76,1,Sinker,5,7,7,5,7,5,7,5,Standard,Standard,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3875,8
SI,2018-08-13,95.3,0.5098,6.5018,Zach Britton,527038,502154,single,hit_into_play_no_out,7,Wilmer Flores singles on a ground ball to right fielder Neil Walker.   Michael Conforto to 2nd.,R,R,L,NYY,NYM,X,9,ground_ball,0,1,2018,1.0056,0.7095,-0.6069,1.8196,null,null,624424,1,9,Top,163.66,121.74,519222,180814_021131,-5.083,-138.553,-8.173,13.8063,28.1981,-21.7234,3.1974,1.4415,14,98.0,-6,94.655,1913,5.762,530898,502154,519222,595885,650402,609280,544369,458731,543305,435522,54.7362,0.282,0.259,0.90,1,1,0,2,75,2,Sinker,5,7,7,5,7,5,7,5,Standard,Standard,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,3876,9
SI,2018-08-13,96,0.5173,6.502,Zach Britton,527038,502154,null,called_strike,6,null,R,R,L,NYY,NYM,S,null,null,0,0,2018,0.9822,0.6687,0.5786,2.6611,null,null,624424,1,9,Top,null,null,519222,180814_021102,-1.9813,-139.7007,-6.0397,13.0766,28.154,-22.5471,3.2664,1.4645,null,null,null,95.423,2141,5.716,530898,502154,519222,595885,650402,609280,544369,458731,543305,435522,54.7816,null,null,null,null,null,null,null,75,1,Sinker,5,7,7,5,7,5,7,5,Standard,Standard,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,3877,10
SI,2018-08-13,95.4,0.5457,6.5457,Zach Britton,624424,502154,hit_by_pitch,hit_by_pitch,12,Michael Conforto hit by pitch.,R,L,L,NYY,NYM,B,null,null,1,2,2018,0.9682,0.9005,1.9221,3.8105,null,null,null,1,9,Top,null,null,519222,180814_021019,1.4916,-138.8763,-3.5399,11.9722,28.0125,-20.2757,2.9904,1.3262,null,null,null,94.552,1996,5.549,530898,502154,519222,595885,650402,609280,544369,458731,543305,435522,54.949,null,null,0.70,1,0,0,null,74,4,Sinker,5,7,7,5,7,5,7,5,Infield shift,Standard,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3878,11
