"","pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","fielder_2","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher_1","fielder_2_1","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","four_seam","curve_ball","cutter","unnamed_pitch","sinker","slider","changeup","two_seam","split_finger","knuckle_curve","forkball","eephus","pitch_out","screwball","knuckle_ball","strike","up_zone","mid_zone","down_zone","hit","swinging_strike","chapman","betances","britton","green","ottavino","id","pitch_count"
"1","FF",2018-09-24,96,-2.0368,6.2141,"Chad Green",605480,643338,"null","swinging_strike",1,"null","R","L","R","TB","NYY","S","null","null",0,0,2018,-0.3639,1.7261,-0.4683,3.0762,"null","null","null",2,5,"Bot","null","null",596142,"null",4.9576,-139.4489,-6.4965,-5.9366,35.2301,-8.563,3.301,1.504,"null","null","null",95.255,"2460",6.235,531749,643338,596142,572228,650402,609280,588751,457705,458731,592450,54.2627,"null","null","null","null","null","null","null",41,1,"4-Seam Fastball",1,3,1,3,3,1,1,3,"Standard","Standard",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,5068,3
"2","FF",2018-09-28,97.4,-1.8366,6.0962,"Dellin Betances",605141,476454,"walk","ball",12,"Mookie Betts walks.","R","R","R","BOS","NYY","B","null","null",3,2,2018,-0.3653,1.4249,2.085,2.4803,"null","null","null",0,8,"Bot","null","null",596142,"180929_020052",11.3254,-141.3297,-7.4258,-7.3214,30.1857,-11.6704,3.2526,1.5473,"null","null","null",97.329,"2399",6.266,531801,476454,596142,572228,650402,609280,544369,457705,543305,592450,54.2345,"null","null","0.70","1","0","0","null",69,6,"4-Seam Fastball",4,11,4,11,11,4,4,11,"Standard","Standard",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5190,25
"3","KC",2018-05-23,85.1,-1.5891,6.0116,"Dellin Betances",542208,476454,"null","foul_tip",9,"null","R","R","R","TEX","NYY","S","null","null",0,1,2018,0.5048,-0.443,0.5871,1.7889,"null","null","null",2,7,"Bot","null","null",519222,"180524_015246",4.0742,-123.6658,-2.599,4.1364,27.9718,-36.2905,3.2153,1.3871,"null","null","null",84.018,"2613",5.96,530141,476454,519222,435522,650402,609280,544369,458731,543305,592450,54.5393,"null","null","null","null","null","null","null",74,2,"Knuckle Curve",11,10,11,10,10,11,11,10,"Standard","Standard",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1537,22
"4","FF",2018-09-09,96.2,-1.9709,6.022,"Chad Green",596129,643338,"null","ball",13,"null","R","L","R","SEA","NYY","B","null","null",0,1,2018,-0.4411,1.5236,-0.7665,1.0011,"null","null","null",0,7,"Bot","null","null",596142,"180909_223335",4.1288,-139.6254,-11.0056,-6.5667,29.4014,-10.403,3.2317,1.5687,"null","null","null",95.45,"2521",5.854,531549,643338,596142,572228,650402,435522,588751,519317,458731,457705,54.6457,"null","null","null","null","null","null","null",56,2,"4-Seam Fastball",2,2,2,2,2,2,2,2,"Strategic","Standard",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4598,17
"5","FT",2018-08-05,93.6,-2.6623,5.4612,"Adam Ottavino",456124,493603,"null","foul",6,"null","R","R","R","MIL","COL","S","null","null",2,2,2018,-0.7273,0.3334,0.5618,2.8455,"null","460075","null",2,9,"Bot","null","null",608596,"180805_210052",10.0077,-136.0842,-1.7867,-11.2404,27.9504,-27.7807,3.47,1.55,"216","75.8","48",94.446,"2146",6.688,531083,493603,608596,435622,518934,571448,596115,467827,453568,471865,53.8118,"null","null","null","null","null","null","null",75,6,"2-Seam Fastball",2,4,2,4,4,2,2,4,"Strategic","Standard",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,3597,10
"6","KC",2018-07-10,85.6,-1.6135,5.9319,"Dellin Betances",570731,476454,"null","ball",14,"null","R","R","R","BAL","NYY","B","null","null",0,0,2018,0.7794,-0.3366,1.3683,2.3723,"543376","430945","592518",2,9,"Bot","null","null",519222,"180711_021354",5.4513,-124.4746,-1.4344,6.9012,25.1569,-35.5742,3.5045,1.7242,"null","null","null",85.098,"2558",6.019,530779,476454,519222,595885,642180,609280,544369,458731,543305,592450,54.4818,"null","null","null","null","null","null","null",75,1,"Knuckle Curve",5,5,5,5,5,5,5,5,"Standard","Standard",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2873,3
"7","FF",2018-08-21,96.9,-1.8953,6.2164,"Dellin Betances",595375,476454,"null","foul",11,"null","R","L","R","MIA","NYY","S","null","null",0,2,2018,-0.6031,1.3715,-0.9523,3.7721,"null","null","null",0,8,"Bot","null","null",519222,"180822_012618",3.8709,-141.0433,-4.0846,-8.8591,31.7669,-13.3149,3.3533,1.6538,"134","84.6","7",96.657,"2338",6.115,531297,476454,519222,595885,435522,609280,650402,458731,543305,519317,54.3863,"null","null","null","null","null","null","null",58,3,"4-Seam Fastball",1,1,1,1,1,1,1,1,"Standard","Standard",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,4094,13
"8","FF",2018-04-25,97,-1.6844,6.2891,"Chad Green",489149,643338,"null","called_strike",6,"null","R","L","R","NYY","MIN","S","null","null",0,0,2018,-0.0678,1.7776,0.8067,2.7212,"408045","593934","500871",2,5,"Top","null","null",519222,"180426_004413",6.7735,-140.8161,-7.9352,-2.4882,33.1952,-7.167,3.4208,1.492,"null","null","null",96.292,"2552",6.1,529768,643338,519222,592122,650402,609280,544369,519317,458731,592450,54.3985,"null","null","null","null","null","null","null",47,1,"4-Seam Fastball",6,3,3,6,3,6,3,6,"Strategic","Standard",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,759,34
"9","SI",2018-08-05,95.4,0.6409,6.4219,"Zach Britton",456665,502154,"field_out","hit_into_play",5,"Steve Pearce grounds out, shortstop Didi Gregorius to first baseman Greg Bird.","R","R","L","BOS","NYY","X","6","ground_ball",2,1,2018,0.6545,0.6315,-0.233,2.857,"506702","null","null",2,7,"Bot","109.82","146.13",519222,"180806_032630",-3.6589,-138.6933,-5.0715,8.9949,28.6397,-23.4176,3.54,1.55,"137","93.2","8",94.211,"2149",5.473,531089,502154,519222,595885,650402,609280,544369,458731,543305,453203,55.0273,"0.605","0.548","0.00","1","0","0","4",62,4,"Sinker",1,4,1,4,4,1,1,4,"Infield shift","Standard",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3572,1
"10","FT",2018-08-14,94.3,-2.2933,5.513,"Adam Ottavino",621043,493603,"null","ball",14,"null","R","R","R","HOU","COL","B","null","null",0,0,2018,-0.7303,0.8337,1.802,2.3961,"null","null","643603",2,8,"Bot","null","null",547172,"180815_025654",12.5394,-136.9055,-4.3494,-12.323,31.1477,-20.544,3.5414,1.7025,"null","null","null",95.722,"2237",7.306,531199,493603,547172,435622,518934,641857,596115,467827,453568,471865,53.1962,"null","null","null","null","null","null","null",64,1,"2-Seam Fastball",1,4,1,4,4,1,1,4,"Standard","Standard",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3909,2
"11","FT",2018-06-28,91.6,-2.5405,5.2911,"Adam Ottavino",457763,493603,"null","ball",11,"null","R","R","R","SF","COL","B","null","null",0,1,2018,-1.0098,0.598,-0.4206,3.569,"null","605412","491676",1,8,"Bot","null","null",455104,"null",7.6818,-133.3617,0.147,-13.8926,25.9952,-25.0289,3.3808,1.7224,"null","null","null",93.138,"2335",6.961,530615,493603,455104,435622,518934,571448,596115,467827,453568,471865,53.5367,"null","null","null","null","null","null","null",71,2,"2-Seam Fastball",6,7,6,7,7,6,6,7,"Standard","Standard",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2516,15
"12","SL",2018-08-18,81.7,-3.1067,5.1034,"Adam Ottavino",621020,493603,"strikeout","swinging_strike",14,"Dansby Swanson strikes out swinging.","R","R","R","ATL","COL","S","2","null",3,2,2018,1.5663,0.0412,2.4811,1.6073,"622666","null","null",2,9,"Bot","null","null",455104,"180819_022240",9.543,-118.6015,-1.3477,12.8827,22.3942,-31.7555,3.411,1.565,"null","null","null",81.325,"2739",6.137,531252,493603,455104,435622,518934,571448,596115,621311,453568,471865,54.3604,"null","null","0.00","1","0","0","null",72,6,"Slider",3,3,3,3,3,3,3,3,"Standard","Standard",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,3979,1
"13","SL",2018-09-28,86.1,-1.8355,5.8864,"Dellin Betances",456488,476454,"field_out","hit_into_play",6,"Eduardo Nunez lines out to second baseman Gleyber Torres.","R","R","R","BOS","NYY","X","4","line_drive",1,2,2018,0.5728,-0.6801,0.6786,2.3618,"502110","456665","646240",2,8,"Bot","143.10","140.81",596142,"180929_021238",4.7988,-125.3264,-0.8163,5.1195,23.221,-39.3676,3.1714,1.4111,"155","84.3","9",86.039,"2223",6.049,531801,476454,596142,572228,650402,609280,544369,457705,543305,592450,54.4518,"0.492","0.464","0.00","1","0","0","4",75,5,"Slider",5,11,5,11,11,5,5,11,"Standard","Standard",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,5166,1
"14","FF",2018-06-18,98.3,0.6743,6.2055,"Aroldis Chapman",572191,547973,"null","ball",12,"null","R","R","L","WSH","NYY","B","null","null",1,0,2018,0.2756,1.346,0.9806,3.3703,"null","502517","null",1,9,"Bot","null","null",519222,"180619_020255",0.1902,-143.2867,-5.4438,3.8024,29.8925,-12.4635,3.3683,1.6576,"null","null","null",99.22,"2523",6.491,530046,547973,519222,595885,650402,609280,544369,519317,543305,592450,54.0088,"null","null","null","null","null","null","null",78,2,"4-Seam Fastball",2,4,2,4,4,2,2,4,"Standard","Standard",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2151,15
"15","FF",2018-06-29,96.5,-2.4432,6.1719,"Chad Green",643217,643338,"null","foul",1,"null","R","L","R","NYY","BOS","S","null","null",2,2,2018,-0.4685,1.4855,-0.789,3.0493,"null","null","null",0,8,"Top","null","null",519222,"180630_013019",5.4214,-140.3196,-6.0527,-7.3204,30.6933,-11.621,3.4252,1.5178,"303","91.8","26",96.115,"2395",6.032,530624,643338,519222,595885,650402,609280,544369,458731,543305,592450,54.4658,"null","null","null","null","null","null","null",60,5,"4-Seam Fastball",7,1,1,7,1,7,1,7,"Infield shift","Strategic",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,2540,10
"16","KC",2018-09-28,83.1,-2.1262,5.8675,"Dellin Betances",605141,476454,"null","called_strike",2,"null","R","R","R","BOS","NYY","S","null","null",1,1,2018,1.0557,-0.0636,-0.2717,3.1074,"null","null","null",0,8,"Bot","null","null",596142,"180929_020052",2.2058,-121.0326,0.2271,9.7858,22.9457,-33.0673,3.2255,1.5473,"null","null","null",82.558,"2552",5.813,531801,476454,596142,572228,650402,609280,544369,457705,543305,592450,54.687,"null","null","null","null","null","null","null",69,3,"Knuckle Curve",4,11,4,11,11,4,4,11,"Standard","Standard",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,5193,28
"17","KC",2018-10-06,84.5,-2.1735,5.825,"Dellin Betances",502110,476454,"null","swinging_strike",2,"null","D","R","R","BOS","NYY","S","null","null",0,0,2018,0.8217,0.4212,0.0283,3.3377,"null","null","null",1,6,"Bot","null","null",596142,"181007_023230",3.4907,-122.8761,-0.2316,7.4294,25.1536,-28.2033,3.49,1.601,"null","null","null",83.58,"null",5.795,563374,476454,596142,572228,650402,588751,544369,457705,458731,592450,54.705,"null","null","null","null","null","null","null",49,1,"Knuckle Curve",1,3,1,3,3,1,1,3,"Standard","Standard",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,5433,25
"18","FF",2018-04-22,98,0.7694,6.1664,"Aroldis Chapman",581527,547973,"null","called_strike",8,"null","R","R","L","NYY","TOR","S","null","null",0,0,2018,0.3592,1.484,-0.2512,1.3977,"null","431145","434778",2,9,"Top","null","null",519222,"180422_195601",-3.6022,-142.3303,-10.8265,5.7651,34.5957,-9.559,3.3803,1.4812,"null","null","null",98.003,"2644",6.53,529734,547973,519222,592122,650402,609280,544369,519317,543305,592450,53.9681,"null","null","null","null","null","null","null",70,1,"4-Seam Fastball",5,1,1,5,1,5,1,5,"Standard","Standard",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,643,3
"19","FT",2018-07-01,93.4,-2.5684,5.3877,"Adam Ottavino",624577,493603,"null","called_strike",5,"null","R","R","R","LAD","COL","S","null","null",0,1,2018,-1.3035,0.4729,0.2202,2.4018,"null","null","null",1,8,"Bot","null","null",608596,"180701_224609",10.2591,-135.7942,-3.0725,-18.6858,27.3068,-25.6903,3.7257,1.6605,"null","null","null",94.935,"2316",7.045,530657,493603,608596,435622,518934,571448,596115,467827,606132,471865,53.4539,"null","null","null","null","null","null","null",67,2,"2-Seam Fastball",5,4,5,4,4,5,5,4,"Standard","Standard",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2602,13
"20","SI",2018-07-15,93.9,0.8225,6.5137,"Zach Britton",643396,502154,"null","ball",13,"null","R","R","L","BAL","TEX","B","null","null",1,0,2018,0.8003,0.4311,-1.2754,1.3386,"null","null","null",0,9,"Top","null","null",543376,"180715_202837",-7.036,-136.4549,-8.5605,11.1191,24.473,-25.5372,3.4235,1.53,"null","null","null",93.237,"1948",5.563,530853,502154,543376,448801,570731,607054,542921,572073,430945,444432,54.9373,"null","null","null","null","null","null","null",71,2,"Sinker",6,5,5,6,5,6,5,6,"Standard","Standard",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3057,17
"21","FF",2018-09-22,95.9,-2.2963,5.9798,"Chad Green",591971,643338,"null","called_strike",11,"null","R","L","R","NYY","BAL","S","null","null",0,0,2018,-0.4503,1.4795,-0.8653,2.4249,"null","641820","null",1,6,"Top","null","null",596142,"180922_220145",4.8561,-139.629,-7.2603,-7.0451,30.7952,-11.1374,3.2935,1.5148,"null","null","null",96.786,"2420",6.716,531713,643338,596142,572228,650402,609280,544369,457705,543305,592450,53.7824,"null","null","null","null","null","null","null",47,1,"4-Seam Fastball",2,2,2,2,2,2,2,2,"Standard","Standard",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,4995,11
"22","SL",2018-04-26,86.1,-1.234,6.2666,"Dellin Betances",593934,476454,"strikeout","called_strike",2,"Miguel Sano called out on strikes.","R","R","R","NYY","MIN","S","2","null",1,2,2018,0.829,-0.7886,0.0193,3.2285,"null","null","null",2,9,"Top","null","null",596142,"180426_200502",1.3019,-125.3425,0.6402,8.3594,26.6818,-40.7631,3.6041,1.7971,"null","null","null",85.709,"2845",6.133,529781,476454,596142,592122,650402,609280,544369,458731,543305,519317,54.3654,"null","null","0.00","1","0","0","null",68,4,"Slider",1,3,3,1,3,1,3,1,"Standard","Standard",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,760,1
"23","KC",2018-10-09,87.2,-1.9495,6.136,"Dellin Betances",598265,476454,"null","foul",5,"null","D","L","R","NYY","BOS","S","null","null",0,2,2018,0.593,-0.4903,0.1646,2.0683,"null","456488","null",1,8,"Top","null","null",596142,"181010_024411",3.8634,-126.95,-2.5925,5.522,27.101,-37.1029,3.301,1.504,"null","null","null",86.879,"2295",6.154,563376,476454,596142,572228,650402,435522,544369,458731,543305,592450,54.3436,"null","null","null","null","null","null","null",60,3,"Knuckle Curve",1,4,4,1,4,1,4,1,"Standard","Standard",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,5498,11
"24","SL",2018-09-29,86.1,0.4176,6.1143,"Aroldis Chapman",598265,547973,"null","called_strike",13,"null","R","L","L","BOS","NYY","S","null","null",1,1,2018,-0.8962,0.4059,-1.113,1.7284,"null","607752","435079",2,9,"Bot","null","null",519222,"180929_204509",-1.8165,-125.3332,-4.9297,-8.9334,28.2187,-27.0746,3.5157,1.5414,"null","null","null",85.732,"2508",6.293,531816,547973,519222,595885,591720,609280,588751,457705,458731,642180,54.2072,"null","null","null","null","null","null","null",86,3,"Slider",5,8,5,8,8,5,5,8,"Standard","Strategic",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,5222,3
"25","SL",2018-04-13,82.1,-2.9013,5.5791,"Adam Ottavino",475582,493603,"strikeout","called_strike",4,"Ryan Zimmerman called out on strikes.","R","R","R","WSH","COL","S","2","null",2,2,2018,1.4035,-0.1898,-0.5754,2.5892,"null","null","null",1,8,"Bot","null","null",455104,"180414_014323",2.5557,-119.5041,0.2056,12.7287,25.4808,-34.258,3.5783,1.7103,"null","null","null",81.653,"2868",6.213,529601,493603,455104,641857,518934,571448,596115,467827,435622,471865,54.2866,"null","null","0.00","1","0","0","null",60,6,"Slider",1,2,1,2,2,1,1,2,"Standard","Standard",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,497,5
"26","SL",2018-07-07,85.1,-1.9889,5.9547,"Dellin Betances",434778,476454,"null","ball",11,"null","R","L","R","TOR","NYY","B","null","null",0,2,2018,0.8411,-0.8444,-2.1018,3.7338,"null","null","null",1,8,"Bot","null","null",543309,"180707_230346",-1.8878,-123.808,2.6967,8.8431,23.8187,-41.4449,3.4983,1.7716,"null","null","null",84.314,"2527",5.705,530739,476454,543309,595885,592273,609280,544369,640449,458731,592450,54.7949,"null","null","null","null","null","null","null",72,5,"Slider",4,7,4,7,7,4,4,7,"Infield shift","Standard",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2780,13
"27","FF",2018-06-15,96.8,-1.739,6.1161,"Dellin Betances",622110,476454,"null","foul",4,"null","R","R","R","NYY","TB","S","null","null",0,1,2018,-0.4031,1.221,-0.3229,2.6587,"null","null","null",0,8,"Top","null","null",596142,"180616_012139",4.7054,-140.882,-6.5271,-6.3676,28.5692,-14.6415,3.3114,1.3928,"180","74.4","23",97.389,"2375",6.373,530448,476454,596142,595885,650402,609280,544369,458731,543305,592450,54.1251,"null","null","null","null","null","null","null",56,2,"4-Seam Fastball",2,0,0,2,0,2,0,2,"Standard","Standard",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,2097,12
"28","FF",2018-09-22,97.1,-2.3964,5.9359,"Chad Green",448801,643338,"null","ball",13,"null","R","L","R","NYY","BAL","B","null","null",1,2,2018,-0.9237,1.2825,-1.3802,2.4656,"null","641820","null",0,6,"Top","null","null",596142,"180922_220016",4.8472,-141.2712,-6.6975,-13.496,32.7481,-13.6587,3.5682,1.6518,"null","null","null",97.216,"2465",6.403,531713,643338,596142,572228,650402,609280,544369,457705,543305,592450,54.0949,"null","null","null","null","null","null","null",46,4,"4-Seam Fastball",2,2,2,2,2,2,2,2,"Strategic","Standard",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4998,14
"29","SI",2018-06-25,93.4,0.5904,6.6686,"Zach Britton",572122,502154,"null","ball",13,"null","R","L","L","BAL","SEA","B","null","null",0,0,2018,0.9309,0.7398,-0.8318,0.9948,"null","571745","443558",0,9,"Top","null","null",543376,"180626_015713",-5.5661,-135.591,-10.3226,12.3664,26.3315,-21.4252,3.3655,1.4744,"null","null","null",92.478,"2080",5.622,530581,502154,543376,448801,570731,542921,592518,641820,430945,502143,54.8787,"null","null","null","null","null","null","null",73,1,"Sinker",3,5,5,3,5,3,5,3,"Standard","Standard",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2424,12
"30","FF",2018-09-09,96.1,-1.9904,5.7317,"Chad Green",592387,643338,"null","foul",9,"null","R","R","R","SEA","NYY","S","null","null",0,0,2018,-0.6658,1.3985,0.4331,2.1791,"null","null","429664",1,6,"Bot","null","null",596142,"180909_221750",7.9182,-139.732,-7.0037,-10.406,29.1849,-12.5281,3.58,1.68,"null","null","null",96.332,"2440",6.302,531549,643338,596142,572228,650402,435522,588751,519317,458731,457705,54.1979,"null","null","null","null","null","null","null",51,1,"4-Seam Fastball",2,2,2,2,2,2,2,2,"Standard","Standard",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,4607,26
"31","FF",2018-08-21,96.6,-1.8243,6.0988,"Dellin Betances",542364,476454,"field_out","hit_into_play",4,"Rafael Ortega lines out to left fielder Brett Gardner.","R","L","R","MIA","NYY","X","7","line_drive",3,2,2018,-0.267,1.2711,-0.6959,2.2382,"null","595375","null",2,8,"Bot","81.73","92.62",519222,"180822_013300",3.6418,-140.6712,-7.7204,-4.3733,30.3044,-13.6175,3.121,1.5144,"274","86.5","17",97.423,"2341",6.604,531297,476454,519222,595885,435522,609280,650402,458731,543305,519317,53.8967,"0.882","0.850","0.00","1","0","0","4",61,7,"4-Seam Fastball",1,1,1,1,1,1,1,1,"Standard","Standard",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4082,1
"32","SI",2018-09-04,94.4,0.658,6.6982,"Zach Britton",518960,502154,"null","called_strike",5,"null","R","R","L","OAK","NYY","S","null","null",0,0,2018,1.0187,0.2945,0.0985,2.5771,"null","null","null",2,8,"Bot","null","null",596142,"180905_044546",-3.5757,-137.3369,-5.6243,13.2731,27.6762,-27.6517,3.5185,1.5618,"null","null","null",93.211,"1964",5.394,531486,502154,596142,572228,650402,435522,588751,458731,543305,457705,55.1039,"null","null","null","null","null","null","null",59,1,"Sinker",1,3,1,3,3,1,1,3,"Standard","Standard",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,4485,4
"33","SI",2018-06-15,94,0.755,6.6348,"Zach Britton",595375,502154,"null","foul",6,"null","R","L","L","BAL","MIA","S","null","null",1,1,2018,1.2422,0.6037,0.4544,2.3185,"null","null","null",0,8,"Top","null","null",642082,"180616_011911",-3.416,-136.7279,-6.7435,16.0092,27.3045,-23.6048,3.3819,1.15,"2","69.5","-48",93.292,"2095",5.684,530442,502154,642082,543377,570731,502143,592518,641820,430945,444432,54.8166,"null","null","null","null","null","null","null",56,3,"Sinker",0,2,2,0,2,0,2,0,"Standard","Standard",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,2083,11
"34","FT",2018-08-10,94,-2.5175,5.4745,"Adam Ottavino",457759,493603,"null","ball",14,"null","R","R","R","COL","LAD","B","null","null",0,0,2018,-1.1599,0.4229,0.8312,1.7864,"null","null","null",2,9,"Top","null","null",455104,"180811_041144",11.4503,-136.5707,-4.8525,-17.3359,29.2211,-25.8837,3.2108,1.4852,"null","null","null",95.222,"2350",7.021,531145,493603,455104,435622,518934,641857,596115,621311,453568,471865,53.4808,"null","null","null","null","null","null","null",76,1,"2-Seam Fastball",5,4,4,5,4,5,4,5,"Standard","Standard",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3759,6
"35","SL",2018-03-29,87.6,0.6714,6.2,"Aroldis Chapman",434778,547973,"null","foul",4,"null","R","R","L","TOR","NYY","S","null","null",0,0,2018,-1.2114,0.3777,-0.7956,2.609,"null","null","null",2,9,"Bot","null","null",596142,"180329_225837",-1.0406,-127.7184,-3.4102,-13.1948,24.0132,-27.5484,3.3226,1.4535,"102","62.7","76",88.35,"2579",6.458,529415,547973,596142,435522,642180,592273,544369,458731,543305,592450,54.0421,"null","null","null","null","null","null","null",72,1,"Slider",1,6,1,6,6,1,1,6,"Strategic","Standard",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,4,4
"36","FF",2018-09-09,96.4,-1.9238,5.813,"Chad Green",628338,643338,"null","foul",3,"null","R","R","R","SEA","NYY","S","null","null",3,2,2018,-0.6991,1.345,0.3009,2.7537,"null","null","null",2,7,"Bot","null","null",596142,"180909_223837",7.5579,-140.1204,-5.6493,-11.0269,32.3247,-13.2144,3.3,1.5,"null","null","null",96.817,"2439",6.636,531549,643338,596142,572228,650402,435522,588751,519317,458731,457705,53.8635,"null","null","null","null","null","null","null",58,6,"4-Seam Fastball",2,2,2,2,2,2,2,2,"Standard","Standard",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,4585,4
"37","FF",2018-03-29,95.7,-1.1775,6.1729,"Dellin Betances",607680,476454,"home_run","hit_into_play_score",2,"Kevin Pillar homers (1) on a fly ball to left center field.","R","R","R","TOR","NYY","X","null","fly_ball",0,0,2018,-0.8507,1.2539,-0.2331,2.969,"null","null","null",0,8,"Bot","89.02","31.92",596142,"180329_223704",4.413,-139.2347,-5.6753,-12.0503,30.8154,-14.8067,3.233,1.3539,"404","104.0","32",95.846,"2351",6.351,529415,476454,596142,435522,642180,592273,544369,458731,543305,592450,54.1491,"0.792","1.566","2.00","1","0","3","6",62,1,"4-Seam Fastball",0,5,0,5,5,0,0,5,"Standard","Standard",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,41,13
"38","FF",2018-05-08,96.3,-2.031,5.9756,"Chad Green",434670,643338,"null","foul",6,"null","R","R","R","NYY","BOS","S","null","null",1,0,2018,-0.4784,1.5873,0.5291,2.7229,"null","null","null",0,8,"Top","null","null",596142,"180509_020211",7.8931,-139.9438,-6.6345,-8.142,33.0638,-10,3.5036,1.5165,"null","null","null",96.214,"2461",6.419,529935,643338,596142,435522,650402,609280,544369,458731,543305,592450,54.0795,"null","null","null","null","null","null","null",60,2,"4-Seam Fastball",3,2,2,3,2,3,2,3,"Strategic","Standard",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1137,10
