"","pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","fielder_2","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher_1","fielder_2_1","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","four_seam","curve_ball","cutter","unnamed_pitch","sinker","slider","changeup","two_seam","split_finger","knuckle_curve","forkball","eephus","pitch_out","screwball","knuckle_ball","strike","up_zone","mid_zone","down_zone","hit","swinging_strike","chapman","betances","britton","green","ottavino","id","pitch_count"
"116","FF",2018-07-10,95.3,-1.8522,6.3131,"Chad Green",542921,643338,"null","foul",5,"null","R","R","R","BAL","NYY","S","null","null",1,2,2018,-0.3205,1.5084,-0.2757,2.0328,"null","null","null",0,7,"Bot","null","null",519222,"180711_012434",4.8439,-138.5412,-8.9771,-5.1331,28.7554,-11.0909,3.1848,1.1751,"null","null","null",95.341,"2407",6.209,530779,643338,519222,595885,642180,609280,544369,458731,543305,592450,54.2912,"null","null","null","null","null","null","null",56,6,"4-Seam Fastball",3,5,3,5,5,3,3,5,"Standard","Standard",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,2915,13
"117","SL",2018-03-29,81,-2.8114,5.3412,"Adam Ottavino",518614,493603,"null","called_strike",2,"null","R","L","R","ARI","COL","S","null","null",2,0,2018,1.5775,0.2614,-0.1549,3.0037,"null","null","null",2,8,"Bot","null","null",455104,"180330_053520",2.9283,-117.7957,0.992,13.8488,24.8381,-30.2348,3.2181,1.522,"null","null","null",80.399,"2760",6.164,529410,493603,455104,435622,518934,571448,596115,467827,453568,471865,54.3385,"null","null","null","null","null","null","null",73,3,"Slider",8,2,8,2,2,8,8,2,"Standard","Standard",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,18,8
"118","FF",2018-06-08,96.9,-2.7806,5.8542,"Chad Green",624424,643338,"null","foul",4,"null","R","L","R","NYM","NYY","S","null","null",2,2,2018,-0.4931,1.6277,-0.512,2.3647,"null","null","null",1,7,"Bot","null","null",596142,"180609_005546",7.1376,-140.7315,-7.4211,-8.072,30.6473,-9.2596,3.2029,1.3147,"116","81.3","10",96.576,"2499",6.121,530352,643338,596142,595885,650402,609280,544369,519317,458731,592450,54.3789,"null","null","null","null","null","null","null",45,5,"4-Seam Fastball",1,1,1,1,1,1,1,1,"Infield shift","Standard",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1874,17
"119","FF",2018-07-28,96.5,0.47,6.1474,"Aroldis Chapman",609275,547973,"null","called_strike",5,"null","R","R","L","NYY","KC","S","null","null",0,0,2018,0.2001,1.3927,0.2303,2.963,"null","null","null",0,9,"Top","null","null",519222,"180729_022534",-1.106,-140.4813,-6.1542,2.9285,31.8887,-12.3406,3.69,1.52,"null","null","null",97.195,"2458",6.664,530959,547973,519222,435522,650402,609280,544369,458731,543305,519317,53.8341,"null","null","null","null","null","null","null",80,1,"4-Seam Fastball",5,4,4,5,4,5,4,5,"Standard","Standard",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,3299,18
"120","SL",2018-09-05,82.2,-2.9045,5.3727,"Adam Ottavino",605412,493603,"field_out","hit_into_play",7,"Joe Panik flies out to left fielder Gerardo Parra in foul territory.","R","L","R","COL","SF","X","7","fly_ball",2,2,2018,1.0224,-0.2052,-0.5622,1.5352,"null","null","null",2,9,"Top","51.71","140.33",455104,"180906_043635",3.3379,-119.8936,-1.8597,9.4402,20.9956,-34.0421,3.41,1.56,"242","75.3","36",83.221,"2858",6.631,531503,493603,455104,435622,518934,571448,596115,467827,453568,471865,53.8708,"0.126","0.104","0.00","1","0","0","3",71,6,"Slider",5,3,3,5,3,5,3,5,"Strategic","Strategic",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4493,1
"121","FF",2018-06-08,95.9,-2.7521,5.821,"Chad Green",452678,643338,"strikeout","swinging_strike",11,"Asdrubal Cabrera strikes out swinging.","R","L","R","NYM","NYY","S","2","null",0,2,2018,-0.4416,1.4926,-0.1043,4.2131,"null","null","null",0,7,"Bot","null","null",596142,"180609_005403",7.9374,-139.3962,-1.988,-7.3991,29.519,-12.6433,3.2431,1.4052,"null","null","null",95.584,"2472",6.038,530352,643338,596142,595885,650402,609280,544369,519317,458731,592450,54.4619,"null","null","0.00","1","0","0","null",44,3,"4-Seam Fastball",1,1,1,1,1,1,1,1,"Infield shift","Standard",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1879,22
"122","SI",2018-06-20,93.2,0.6141,6.6488,"Zach Britton",594809,502154,"walk","ball",12,"Adam Eaton walks.","R","L","L","WSH","BAL","B","null","null",3,1,2018,0.7333,0.625,0.9762,2.5074,"null","null","null",1,8,"Bot","null","null",543376,"180621_035405",-0.6364,-135.5785,-6.2036,9.0464,27.0795,-23.5558,3.066,1.4607,"null","null","null",92.632,"1984",5.775,530505,502154,543376,502143,570731,607054,592518,572073,430945,502226,54.7245,"null","null","0.70","1","0","0","null",58,5,"Sinker",0,3,0,3,3,0,0,3,"Standard","Standard",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2233,16
"123","FT",2018-07-20,93.5,-2.4395,5.213,"Adam Ottavino",605113,493603,"null","called_strike",6,"null","R","R","R","ARI","COL","S","null","null",1,0,2018,-1.1346,0.476,0.7772,2.588,"571875","null","606466",0,9,"Bot","null","null",455104,"180721_053516",10.9691,-135.823,-2.0414,-16.8562,32.4067,-25.9128,3.5525,1.8788,"null","null","null",94.124,"2140",6.956,530863,493603,455104,435622,642162,571448,596115,467827,453568,471865,53.5465,"null","null","null","null","null","null","null",90,2,"2-Seam Fastball",9,11,9,11,11,9,9,11,"Standard","Standard",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,3107,12
"124","FF",2018-07-21,98.6,0.5883,6.0286,"Aroldis Chapman",608700,547973,"null","ball",13,"null","R","R","L","NYY","NYM","B","null","null",2,2,2018,0.0564,1.5005,-0.847,0.7304,"null","null","null",0,9,"Top","null","null",519222,"180721_195755",-4.0523,-143.0339,-12.4443,1.8197,36.811,-8.5404,3.5747,1.6113,"null","null","null",98.539,"2608",6.689,530883,547973,519222,595885,592273,609280,544369,519317,543305,592450,53.8092,"null","null","null","null","null","null","null",70,5,"4-Seam Fastball",7,3,3,7,3,7,3,7,"Strategic","Standard",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3166,15
"125","FC",2018-08-12,88.2,-2.7105,5.5828,"Adam Ottavino",624577,493603,"null","ball",12,"null","R","R","R","COL","LAD","B","null","null",0,1,2018,0.267,0.504,0.2178,4.6967,"null","null","null",0,8,"Top","null","null",455104,"180812_211738",6.6097,-128.5141,2.7631,1.9706,20.7002,-27.0459,3.6806,1.6314,"null","null","null",89.643,"2572",6.616,531175,493603,455104,435622,518934,641857,596115,467827,453568,621311,53.8854,"null","null","null","null","null","null","null",55,2,"Cutter",3,2,2,3,2,3,2,3,"Standard","Standard",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3866,12
"126","SI",2018-06-15,93,0.7273,6.6387,"Zach Britton",595375,502154,"null","swinging_strike",7,"null","R","L","L","BAL","MIA","S","null","null",1,0,2018,0.8723,0.5637,-0.6775,1.6754,"null","null","null",0,8,"Top","null","null",642082,"180616_011848",-5.4043,-135.198,-8.1227,11.602,25.8717,-24.0059,3.3819,1.15,"null","null","null",92.458,"2106",5.748,530442,502154,642082,543377,570731,502143,592518,641820,430945,444432,54.7522,"null","null","null","null","null","null","null",56,2,"Sinker",0,2,2,0,2,0,2,0,"Standard","Standard",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,2084,12
"127","SL",2018-09-22,84.3,0.44,6.2629,"Aroldis Chapman",656775,547973,"strikeout","called_strike",6,"Cedric Mullins called out on strikes.","R","R","L","NYY","BAL","S","2","null",1,2,2018,-0.9721,-0.1794,0.6081,2.4052,"null","null","null",0,7,"Top","null","null",596142,"180922_222103",2.3075,-122.8108,-2.2871,-10.2566,22.9254,-33.7694,3.2475,1.5148,"null","null","null",84.46,"2532",6.2,531713,547973,596142,572228,650402,609280,544369,457705,543305,592450,54.2978,"null","null","0.00","1","0","0","null",53,4,"Slider",2,2,2,2,2,2,2,2,"Standard","Standard",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,4981,11
"128","FF",2018-09-28,95.6,-1.483,6.2215,"Chad Green",456488,643338,"null","ball",14,"null","R","R","R","BOS","NYY","B","null","null",1,1,2018,-0.6466,1.4615,0.2915,0.5729,"null","null","null",0,7,"Bot","null","null",596142,"180929_014009",6.1075,-138.5897,-12.4615,-9.6832,31.0655,-10.8078,3.036,1.3293,"null","null","null",95.247,"2391",6.301,531801,643338,596142,572228,650402,609280,544369,457705,543305,592450,54.1999,"null","null","null","null","null","null","null",62,3,"4-Seam Fastball",4,10,4,10,10,4,4,10,"Standard","Standard",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,5210,15
"129","FT",2018-05-11,93.8,-2.6038,5.3609,"Adam Ottavino",606115,493603,"null","ball",14,"null","R","R","R","COL","MIL","B","null","null",2,2,2018,-0.9074,0.4608,1.2996,1.0676,"null","null","null",0,8,"Top","null","null",455104,"180512_035303",12.2725,-136.1768,-6.5156,-14.0136,26.3385,-25.1633,3.5594,1.6137,"null","null","null",95.22,"2321",6.974,529977,493603,455104,435622,518934,571448,596115,467827,453568,471865,53.5275,"null","null","null","null","null","null","null",72,6,"2-Seam Fastball",10,8,8,10,8,10,8,10,"Standard","Standard",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1258,20
"130","FF",2018-08-14,97.6,-1.6283,6.2616,"Dellin Betances",622110,476454,"field_out","hit_into_play",1,"Matt Duffy grounds out, pitcher Dellin Betances to first baseman Greg Bird.","R","R","R","NYY","TB","X","1","ground_ball",1,2,2018,-0.7457,1.2032,-0.7844,3.2691,"null","null","null",2,8,"Top","126.58","176.60",519222,"180815_014106",4.0003,-142.133,-5.342,-11.0405,32.5565,-14.8278,3.4027,1.6473,"3","78.1","-44",97.882,"2294",6.403,531207,476454,519222,595885,650402,609280,544369,458731,543305,435522,54.0952,"0.055","0.041","0.00","1","0","0","2",58,4,"4-Seam Fastball",3,1,1,3,1,3,1,3,"Strategic","Standard",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3920,1
"131","SL",2018-09-21,86.3,-1.8656,6.0454,"Dellin Betances",448801,476454,"strikeout","swinging_strike",14,"Chris Davis strikes out swinging.","R","L","R","NYY","BAL","S","2","null",2,2,2018,0.1522,-0.5539,0.5841,1.1501,"null","null","641820",1,9,"Top","null","null",519222,"180922_024306",5.4978,-125.5132,-4.3016,0.5205,24.6026,-37.3663,3.2426,1.5329,"null","null","null",86.063,"2189",6.094,531698,476454,519222,572228,650402,435522,544369,458731,543305,592450,54.4037,"null","null","0.00","1","0","0","null",81,5,"Slider",10,8,8,10,8,10,8,10,"Infield shift","Standard",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,4888,3
"132","FT",2018-07-24,94.9,-2.6178,5.3775,"Adam Ottavino",543807,493603,"null","ball",14,"null","R","R","R","COL","HOU","B","null","null",0,0,2018,-0.6672,0.8996,1.1652,2.2009,"null","null","null",2,8,"Top","null","null",455104,"180725_034902",11.5299,-137.9852,-4.8421,-10.8365,24.1739,-19.5864,3.7298,1.6895,"null","null","null",96.664,"2412",6.871,530921,493603,455104,435622,641658,571448,596115,467827,453568,471865,53.6307,"null","null","null","null","null","null","null",53,1,"2-Seam Fastball",2,2,2,2,2,2,2,2,"Standard","Standard",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3233,5
"133","SL",2018-07-29,87.8,-2.1469,6.1093,"Chad Green",444876,643338,"null","ball",14,"null","R","R","R","NYY","KC","B","null","null",0,1,2018,0.4313,0.0612,0.7508,1.3504,"null","460086","null",0,7,"Top","null","null",519222,"180729_192238",6.1168,-127.7341,-5.5285,3.4766,25.7415,-30.607,3.7144,1.7205,"null","null","null",87.772,"2269",6.234,530989,643338,519222,595885,650402,609280,544369,458731,543305,519317,54.2642,"null","null","null","null","null","null","null",55,2,"Slider",6,2,2,6,2,6,2,6,"Standard","Standard",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3384,16
"134","SL",2018-10-07,82.5,-3.1798,5.4066,"Adam Ottavino",456715,493603,"null","ball",14,"null","D","R","R","COL","MIL","B","null","null",0,0,2018,1.1536,1e-04,1.6369,1.1368,"null","null","null",0,7,"Top","null","null",547172,"181007_223802",8.6872,-119.8501,-3.1574,9.3227,23.358,-31.7861,3.467,1.589,"null","null","null",82.07,"2882",6.114,563385,493603,547172,435622,518934,571448,596115,407812,453568,471865,54.3876,"null","null","null","null","null","null","null",51,1,"Slider",0,4,4,0,4,0,4,0,"Standard","Standard",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5448,12
"135","FF",2018-09-09,95.9,-1.9927,6.0456,"Chad Green",596129,643338,"null","called_strike",7,"null","R","L","R","SEA","NYY","S","null","null",1,1,2018,-0.5725,1.578,-0.3155,1.9473,"null","null","null",0,7,"Bot","null","null",596142,"180909_223350",5.6624,-139.3831,-8.6974,-8.5825,29.3129,-10.1901,3.1857,1.5687,"null","null","null",95.445,"2452",5.949,531549,643338,596142,572228,650402,435522,588751,519317,458731,457705,54.5512,"null","null","null","null","null","null","null",56,3,"4-Seam Fastball",2,2,2,2,2,2,2,2,"Strategic","Standard",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,4597,16
"136","FF",2018-07-20,96.4,-1.9435,6.258,"Chad Green",519023,643338,"null","foul",5,"null","R","R","R","NYY","NYM","S","null","null",3,2,2018,-0.1046,1.5724,-0.0904,2.8285,"null","null","null",2,7,"Top","null","null",596142,"180721_014644",5.1294,-140.1341,-6.994,-2.5783,33.3465,-10.3429,3.4734,1.6227,"231","79.9","51",95.661,"2467",6.038,530868,643338,596142,595885,435522,609280,544369,458731,543305,519317,54.4601,"null","null","null","null","null","null","null",63,7,"4-Seam Fastball",3,6,6,3,6,3,6,3,"Infield shift","Standard",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,3134,12
"137","FF",2018-09-03,96.1,-1.9338,6.4414,"Chad Green",476704,643338,"field_out","hit_into_play",5,"Jed Lowrie pops out to third baseman Miguel Andujar in foul territory.","R","L","R","OAK","NYY","X","5","popup",2,1,2018,-0.6177,1.4761,-0.1625,2.3805,"null","null","null",2,6,"Bot","62.66","170.94",596142,"180903_221137",6.0785,-139.8223,-8.5667,-9.3243,26.5606,-11.2073,3.37,1.54,"null","80.0","69",96.655,"2486",6.262,531471,643338,596142,572228,650402,609280,588751,458731,543305,457705,54.2362,"0.000","0.000","0.00","1","0","0","3",52,4,"4-Seam Fastball",6,3,6,3,3,6,6,3,"Standard","Standard",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4439,1
"138","SL",2018-04-21,80.2,-3.0286,5.2037,"Adam Ottavino",592178,493603,"null","foul",6,"null","R","R","R","COL","CHC","S","null","null",2,1,2018,1.4468,-0.0969,0.633,2.1966,"null","null","null",2,8,"Top","null","null",547172,"180422_030102",5.3664,-116.6573,0.2127,12.1774,21.1725,-33.3104,3.4325,1.5181,"270","77.9","37",80.086,"2872",6.156,529707,493603,547172,641857,518934,571448,596115,643565,453568,467827,54.3459,"null","null","null","null","null","null","null",64,4,"Slider",5,2,2,5,2,5,2,5,"Infield shift","Standard",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,609,2
"139","SI",2018-08-24,96.9,0.6138,6.4103,"Zach Britton",641820,502154,"null","swinging_strike",13,"null","R","R","L","BAL","NYY","S","null","null",1,1,2018,1.132,0.5334,-0.8647,0.9247,"null","null","430945",0,10,"Bot","null","null",519222,"180825_023246",-6.4154,-140.7038,-10.2039,16.2119,30.2443,-23.2196,3.549,1.627,"null","null","null",96.136,"2000",5.852,531333,502154,519222,572228,591720,435522,650402,458731,543305,453203,54.6483,"null","null","null","null","null","null","null",85,3,"Sinker",4,7,4,7,7,4,4,7,"Standard","Standard",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,4130,7
"140","SL",2018-07-27,83.1,-2.8984,5.182,"Adam Ottavino",501981,493603,"null","ball",14,"null","R","R","R","COL","OAK","B","null","null",0,2,2018,1.171,0.0337,1.0425,1.0842,"null","null","null",1,9,"Top","null","null",547172,"180728_034330",6.7579,-120.9951,-3.0718,10.4842,21.2632,-31.482,3.5177,1.6685,"null","null","null",83.906,"2847",6.568,530964,493603,547172,435622,641658,571448,596115,467827,453568,471865,53.9341,"null","null","null","null","null","null","null",74,3,"Slider",3,1,1,3,1,3,1,3,"Infield shift","Standard",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3275,5
"141","SL",2018-04-27,80.2,-3.1897,5.3838,"Adam Ottavino",542513,493603,"null","ball",11,"null","R","L","R","MIA","COL","B","null","null",0,0,2018,1.4806,-0.002,-1.5506,3.223,"null","571506","621446",2,7,"Bot","null","null",455104,"180428_012654",0.8598,-116.5938,1.973,13.0478,23.7581,-32.8499,3.0449,1.3666,"null","null","null",79.333,"2784",5.93,529789,493603,455104,641857,642162,571448,596115,467827,453568,621311,54.5711,"null","null","null","null","null","null","null",55,1,"Slider",0,1,0,1,1,0,0,1,"Standard","Standard",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,811,24
"142","FF",2018-04-11,95.7,-1.3489,6.1601,"Chad Green",543877,643338,"null","foul",5,"null","R","R","R","BOS","NYY","S","null","null",0,0,2018,-0.4572,1.7735,0.0294,2.4643,"null","null","598265",0,6,"Bot","null","null",596142,"180412_014209",4.6283,-138.9362,-7.9813,-6.9492,33.5688,-7.8741,3.1633,1.2828,"195","68.9","45",94.818,"2498",6.083,529582,643338,596142,435522,642180,609280,544369,519317,458731,592450,54.4171,"null","null","null","null","null","null","null",58,1,"4-Seam Fastball",6,10,6,10,10,6,6,10,"Standard","Standard",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,446,29
"143","SI",2018-06-27,94.1,0.5554,6.6414,"Zach Britton",592387,502154,"null","called_strike",8,"null","R","R","L","BAL","SEA","S","null","null",0,0,2018,0.4783,0.4679,0.1434,1.7396,"null","null","null",1,9,"Top","null","null",543376,"180628_020159",-2.0599,-136.8598,-7.9476,6.2825,26.7525,-25.098,3.7652,1.6533,"null","null","null",93.119,"2027",5.483,530611,502154,543376,448801,570731,542921,592518,607054,430945,458675,55.0179,"null","null","null","null","null","null","null",77,1,"Sinker",7,7,7,7,7,7,7,7,"Standard","Standard",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,2490,5
"144","SI",2018-08-26,94.8,0.7497,6.4155,"Zach Britton",641820,502154,"strikeout","swinging_strike",14,"Trey Mancini strikes out swinging.","R","R","L","BAL","NYY","S","2","null",3,2,2018,0.6586,0.3215,1.0164,1.9755,"502226","null","null",1,7,"Bot","null","null",519222,"180827_025354",-0.7287,-137.9125,-6.6287,8.4356,27.1125,-27.0408,3.549,1.627,"null","null","null",94.252,"2008",5.725,531363,502154,519222,572228,435522,609280,650402,453203,458731,519317,54.7752,"null","null","0.00","1","0","0","null",63,6,"Sinker",3,5,3,5,5,3,3,5,"Standard","Standard",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,4206,13
"145","FS",2018-08-17,89,-1.8759,6.1601,"Chad Green",620446,643338,"field_out","hit_into_play",13,"Richard Urena lines out to left fielder Brett Gardner.","R","L","R","NYY","TOR","X","7","line_drive",0,1,2018,-0.5974,1.071,-0.9764,2.2866,"null","null","null",2,6,"Top","49.91","95.31",519222,"180818_011832",3.4235,-129.567,-5.7345,-7.3328,23.4807,-19.3042,3.3306,1.552,"304","91.6","22",89.057,"1788",6.003,531248,643338,519222,595885,650402,609280,544369,458731,543305,435522,54.4949,"0.203","0.224","0.00","1","0","0","3",52,2,"Split Finger",6,5,5,6,5,6,5,6,"Standard","Standard",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3958,1
"146","SL",2018-09-01,79.9,-2.992,5.6823,"Adam Ottavino",571976,493603,"null","swinging_strike",1,"null","R","R","R","SD","COL","S","null","null",0,1,2018,1.4031,-0.3139,-0.6432,3.1159,"null","null","null",0,8,"Bot","null","null",455104,"180902_030409",2.5297,-116.3006,1.7353,12.1119,24.1788,-35.5981,3.5128,1.5998,"null","null","null",79.698,"2682",6.381,531437,493603,455104,435622,518934,571448,596115,467827,453568,471865,54.1193,"null","null","null","null","null","null","null",65,2,"Slider",2,4,2,4,4,2,2,4,"Standard","Standard",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,4423,13
"147","SL",2018-05-01,84.7,0.8287,6.1684,"Aroldis Chapman",608324,547973,"null","ball",12,"null","R","R","L","HOU","NYY","B","null","null",0,0,2018,-0.9467,0.1942,0.7429,3.5672,"null","null","null",1,9,"Bot","null","null",596142,"180502_030458",1.6892,-123.3302,-0.1049,-9.97,25.3642,-30.4016,3.2178,1.5713,"null","null","null",84.68,"null",6.321,529848,547973,596142,592122,650402,609280,544369,458731,543305,592450,54.1811,"null","null","null","null","null","null","null",67,1,"Slider",0,4,0,4,4,0,0,4,"Standard","Standard",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,895,10
"148","FF",2018-09-26,96.3,-1.6666,6.2312,"Chad Green",624419,643338,"strikeout","swinging_strike",2,"Nick Ciuffo strikes out swinging.","R","L","R","TB","NYY","S","2","null",1,2,2018,-0.2909,1.9635,0.0308,2.994,"null","null","642715",1,6,"Bot","null","null",596142,"null",5.16,-139.9947,-7.3993,-5.057,34.3463,-5.0058,3.411,1.565,"null","null","null",95.866,"2403",6.289,531779,643338,596142,572228,435522,609280,650402,457705,458731,519317,54.2089,"null","null","0.00","1","0","0","null",53,4,"4-Seam Fastball",4,3,4,3,3,4,4,3,"Infield shift","Standard",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,5094,4
"149","FF",2018-05-23,99.7,-1.308,6.2619,"Dellin Betances",542208,476454,"strikeout","swinging_strike",12,"Carlos Perez strikes out swinging.","R","R","R","TEX","NYY","S","2","null",0,2,2018,-0.5545,1.5336,0.8543,3.2525,"null","null","null",2,7,"Bot","null","null",519222,"180524_015321",7.2468,-144.9775,-6.4656,-9.5369,34.7287,-9.2697,3.2153,1.3871,"null","null","null",99.628,"2487",6.343,530141,476454,519222,435522,650402,609280,544369,458731,543305,592450,54.1561,"null","null","0.00","1","0","0","null",74,4,"4-Seam Fastball",11,10,11,10,10,11,11,10,"Standard","Standard",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1535,20
"150","SI",2018-04-27,100.5,0.8052,6.3239,"Aroldis Chapman",455759,547973,"null","foul",3,"null","R","R","L","LAA","NYY","S","null","null",1,2,2018,1.045,1.5137,0.7828,3.2197,"null","446359","null",2,10,"Bot","null","null",596142,"180428_052233",-2.5163,-146.0552,-6.7315,15.405,37.9795,-9.3035,3.2931,1.3556,"151","79.1","14",99.752,"2647",6.182,529794,547973,596142,435522,650402,609280,544369,519317,543305,592450,54.3161,"null","null","null","null","null","null","null",76,4,"Sinker",3,4,3,4,4,3,3,4,"Standard","Strategic",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,774,2
"151","SI",2018-08-11,95.9,0.5773,6.4409,"Zach Britton",425783,502154,"null","ball",13,"null","R","L","L","NYY","TEX","B","null","null",1,2,2018,0.4065,0.4846,-0.993,0.3661,"null","null","null",2,7,"Top","null","null",543309,"180811_192449",-5.0033,-139.2079,-11.4182,6.2934,29.9196,-23.7269,2.7885,1.5159,"null","null","null",95.155,"2141",5.896,531170,502154,543309,595885,650402,609280,544369,458731,453203,435522,54.6022,"null","null","null","null","null","null","null",55,4,"Sinker",3,1,1,3,1,3,1,3,"Standard","Standard",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3846,17
"152","SL",2018-06-01,86.9,0.2854,6.3841,"Aroldis Chapman",572180,547973,"null","swinging_strike",13,"null","R","R","L","BAL","NYY","S","null","null",0,1,2018,-0.6386,0.421,-0.3982,0.9098,"null","null","null",2,9,"Bot","null","null",519222,"180602_021152",-0.3311,-126.3669,-7.7856,-6.7695,25.6991,-26.2981,3.474,1.528,"null","null","null",86.918,"null",6.335,530262,547973,519222,595885,650402,435522,544369,458731,543305,592450,54.1656,"null","null","null","null","null","null","null",75,2,"Slider",1,4,1,4,4,1,1,4,"Standard","Standard",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1686,3
"153","SI",2018-08-26,94.8,0.679,6.4317,"Zach Britton",542921,502154,"field_out","hit_into_play",9,"Tim Beckham grounds out, third baseman Miguel Andujar to first baseman Luke Voit.","R","R","L","BAL","NYY","X","5","ground_ball",3,1,2018,0.9335,0.3461,0.707,1.8852,"null","null","null",1,8,"Bot","105.75","168.48",519222,"180827_030749",-1.9555,-137.9773,-6.9732,12.1966,27.9023,-26.6066,3.411,1.565,"7","74.3","-15",94.444,"1979",5.867,531363,502154,519222,572228,435522,609280,650402,453203,458731,519317,54.6335,"0.068","0.065","0.00","1","0","0","2",69,5,"Sinker",3,5,3,5,5,3,3,5,"Standard","Standard",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4196,3
